,MSA,year,income_pc
11988,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
11989,"New York-Newark-Jersey City, NY-NJ-PA",2020,82322
11990,"North Port-Sarasota-Bradenton, FL",2020,61988
11991,"Oakland-Hayward-Berkeley, CA",2020,
11992,"Ocala, FL",2020,41553
11993,"Odessa, TX",2020,49887
11994,"Oklahoma City, OK",2020,52688
11995,"Omaha-Council Bluffs, NE-IA",2020,61040
11996,"Orlando-Kissimmee-Sanford, FL",2020,48223
11997,"Palm Bay-Melbourne-Titusville, FL",2020,51507
11998,"Pensacola-Ferry Pass-Brent, FL",2020,48154
11999,"Peoria, IL",2020,52742
12000,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
12001,"Phoenix-Mesa-Chandler, AZ",2020,51851
12002,"Pittsburgh, PA",2020,63675
12003,"Portland-Vancouver-Hillsboro, OR-WA",2020,62603
12004,"Port St. Lucie, FL",2020,58649
12005,"Providence-Warwick, RI-MA",2020,60897
12006,"Racine, WI",2020,53094
12007,"Raleigh-Cary, NC",2020,60884
12008,"Reading, PA",2020,55953
12009,"Richmond, VA",2020,61148
12010,"Riverside-San Bernardino-Ontario, CA",2020,45365
12011,"Rocky Mount, NC",2020,43623
12012,"Rome, GA",2020,41238
12013,"Sacramento-Roseville-Folsom, CA",2020,61852
12014,"St. Joseph, MO-KS",2020,43061
12015,"St. Louis, MO-IL",2020,60844
12016,"Salem, OR",2020,47638
12017,"Salinas, CA",2020,61510
12018,"Salisbury, MD-DE",2020,51228
12019,"Salt Lake City, UT",2020,58008
12020,"San Antonio-New Braunfels, TX",2020,50022
12021,"San Diego-Chula Vista-Carlsbad, CA",2020,66266
12022,"San Francisco-Redwood City-South San Francisco, CA",2020,
12023,"San Jose-Sunnyvale-Santa Clara, CA",2020,121619
12024,"San Rafael, CA",2020,
12025,"Santa Maria-Santa Barbara, CA",2020,67879
12026,"Santa Rosa-Petaluma, CA",2020,71386
12027,"Savannah, GA",2020,51184
12028,"Seattle-Bellevue-Everett, WA",2020,
12029,"Sebring-Avon Park, FL",2020,37158
12030,"Sierra Vista-Douglas, AZ",2020,45786
12031,"Spokane-Spokane Valley, WA",2020,49449
12032,"Springfield, MO",2020,44565
12033,"Staunton, VA",2020,47794
12034,"Stockton, CA",2020,51816
12035,"Syracuse, NY",2020,55563
12036,"Tampa-St. Petersburg-Clearwater, FL",2020,52291
12037,"Toledo, OH",2020,51408
12038,"Tucson, AZ",2020,48373
12039,"Tulsa, OK",2020,58071
12040,"Vallejo, CA",2020,58688
12041,"Virginia Beach-Norfolk-Newport News, VA-NC",2020,53310
12042,"Waco, TX",2020,45403
12043,"Detroit-Warren-Dearborn, MI",2020,58356
12044,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2020,76771
12045,"West Palm Beach-Boca Raton-Delray Beach, FL",2020,
12046,"Wichita, KS",2020,55000
12047,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2020,69705
12048,"Winston-Salem, NC",2020,48151
12049,"York-Hanover, PA",2020,55761
12050,"Youngstown-Warren-Boardman, OH-PA",2020,46635
12051,"Yuma, AZ",2020,40800
12052,"Abilene, TX",2018,44039
12053,"Akron, OH",2018,49770
12054,"Albany, GA",2018,36889
12055,"Albany-Lebanon, OR",2018,42811
12056,"Albany-Schenectady-Troy, NY",2018,57743
12057,"Allentown-Bethlehem-Easton, PA-NJ",2018,53518
12058,"Altoona, PA",2018,46236
12059,"Amarillo, TX",2018,46895
12060,"Ames, IA",2018,43564
12061,"Anaheim-Santa Ana-Irvine, CA",2018,
12062,"Anchorage, AK",2018,61584
12063,"Ann Arbor, MI",2018,58667
12064,"Anniston-Oxford, AL",2018,36482
12065,"Appleton, WI",2018,50951
12066,"Asheville, NC",2018,45540
12067,"Athens-Clarke County, GA",2018,40371
12068,"Atlanta-Sandy Springs-Alpharetta, GA",2018,53354
12069,"Atlantic City-Hammonton, NJ",2018,48110
12070,"Auburn-Opelika, AL",2018,38184
12071,"Augusta-Richmond County, GA-SC",2018,41738
12072,"Austin-Round Rock-Georgetown, TX",2018,60764
12073,"Bakersfield, CA",2018,38079
12074,"Baltimore-Columbia-Towson, MD",2018,60766
12075,"Barnstable Town, MA",2018,71735
12076,"Battle Creek, MI",2018,39189
12077,"Bay City, MI",2018,42286
12078,"Beaumont-Port Arthur, TX",2018,44232
12079,"Beckley, WV",2018,39240
12080,"Binghamton, NY",2018,43754
12081,"Birmingham-Hoover, AL",2018,51377
12082,"Blacksburg-Christiansburg, VA",2018,37683
12083,"Bloomington, IL",2018,49302
12084,"Boston-Cambridge-Newton, MA-NH",2018,77752
12085,"Boulder, CO",2018,72607
12086,"Bremerton-Silverdale-Port Orchard, WA",2018,54597
12087,"Brownsville-Harlingen, TX",2018,28978
12088,"Brunswick, GA",2018,41595
12089,"Buffalo-Cheektowaga, NY",2018,49344
12090,"Burlington, NC",2018,39742
12091,"Burlington-South Burlington, VT",2018,56799
12092,"California-Lexington Park, MD",2018,56372
12093,"Boston-Cambridge-Newton, MA-NH",2018,77752
12094,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
12095,"Canton-Massillon, OH",2018,44544
12096,"Cape Coral-Fort Myers, FL",2018,52022
12097,"Cape Girardeau, MO-IL",2018,42816
12098,"Carbondale-Marion, IL",2018,40124
12099,"Casper, WY",2018,71185
12100,"Cedar Rapids, IA",2018,52032
12101,"Chambersburg-Waynesboro, PA",2018,46435
12102,"Champaign-Urbana, IL",2018,44971
12103,"Charleston, WV",2018,44328
12104,"Charlotte-Concord-Gastonia, NC-SC",2018,52232
12105,"Chattanooga, TN-GA",2018,45935
12106,"Chicago-Naperville-Arlington Heights, IL",2018,
12107,"Chico, CA",2018,42441
12108,"Cleveland, TN",2018,38418
12109,"Cleveland-Elyria, OH",2018,53881
12110,"College Station-Bryan, TX",2018,41146
12111,"Colorado Springs, CO",2018,48562
12112,"Columbia, MO",2018,45575
12113,"Columbus, GA-AL",2018,40276
12114,"Columbus, OH",2018,51196
12115,"Corpus Christi, TX",2018,43618
12116,"Crestview-Fort Walton Beach-Destin, FL",2018,52807
12117,"Cumberland, MD-WV",2018,39817
12118,"Dallas-Fort Worth-Arlington, TX",2018,57562
12119,"Dalton, GA",2018,36697
12120,"Danville, IL",2018,38433
12121,"Daphne-Fairhope-Foley, AL",2018,46905
12122,"Davenport-Moline-Rock Island, IA-IL",2018,48660
12123,"Dayton, OH",2018,
12124,"Decatur, AL",2018,38608
12125,"Decatur, IL",2018,47662
12126,"Deltona-Daytona Beach-Ormond Beach, FL",2018,43575
12127,"Denver-Aurora-Lakewood, CO",2018,64114
12128,"Des Moines-West Des Moines, IA",2018,53814
12129,"Detroit-Warren-Dearborn, MI",2018,52469
12130,"Dothan, AL",2018,41141
12131,"Dover, DE",2018,42155
12132,"Duluth, MN-WI",2018,45717
12133,"Durham-Chapel Hill, NC",2018,52243
12134,"Dutchess County-Putnam County, NY",2018,
12135,"East Stroudsburg, PA",2018,42708
12136,"Eau Claire, WI",2018,47300
12137,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
12138,"Elmira, NY",2018,43941
12139,"El Paso, TX",2018,36347
12140,"Enid, OK",2018,44288
12141,"Erie, PA",2018,44740
12142,"Eugene-Springfield, OR",2018,44957
12143,"Fargo, ND-MN",2018,53618
12144,"Fayetteville, NC",2018,36324
12145,"Fayetteville-Springdale-Rogers, AR",2018,67281
12146,"Flagstaff, AZ",2018,48416
12147,"Flint, MI",2018,40495
12148,"Florence-Muscle Shoals, AL",2018,37042
12149,"Fond du Lac, WI",2018,48245
12150,"Fort Collins, CO",2018,53836
12151,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2018,
12152,"Fort Smith, AR-OK",2018,37211
12153,"Dallas-Fort Worth-Arlington, TX",2018,57562
12154,"Fresno, CA",2018,41248
12155,"Gadsden, AL",2018,36583
12156,"Gainesville, FL",2018,43026
12157,"Gainesville, GA",2018,44831
12158,"Gettysburg, PA",2018,48826
12159,"Glens Falls, NY",2018,46461
12160,"Grand Island, NE",2018,43165
12161,"Grand Junction, CO",2018,44691
12162,"Grand Rapids-Kentwood, MI",2018,49040
12163,"Grants Pass, OR",2018,40980
12164,"Greeley, CO",2018,47884
12165,"Green Bay, WI",2018,51276
12166,"Greensboro-High Point, NC",2018,42745
12167,"Greenville, NC",2018,41163
12168,"Gulfport-Biloxi, MS",2018,36703
12169,"Hagerstown-Martinsburg, MD-WV",2018,43505
12170,"Hanford-Corcoran, CA",2018,35267
12171,"Harrisburg-Carlisle, PA",2018,52270
12172,"Harrisonburg, VA",2018,39471
12173,"Hattiesburg, MS",2018,38334
12174,"Hickory-Lenoir-Morganton, NC",2018,39205
12175,"Homosassa Springs, FL",2018,38263
12176,"Hot Springs, AR",2018,40053
12177,"Houston-The Woodlands-Sugar Land, TX",2018,57875
12178,"Huntsville, AL",2018,50044
12179,"Iowa City, IA",2018,54289
12180,"Ithaca, NY",2018,44692
12181,"Jackson, MI",2018,39359
12182,"Jackson, MS",2018,43423
12183,"Jacksonville, FL",2018,50411
12184,"Jacksonville, NC",2018,40077
12185,"Janesville-Beloit, WI",2018,43868
12186,"Jefferson City, MO",2018,42101
12187,"Johnson City, TN",2018,39978
12188,"Johnstown, PA",2018,43050
12189,"Jonesboro, AR",2018,36294
12190,"Joplin, MO",2018,40371
12191,"Kalamazoo-Portage, MI",2018,47968
12192,"Kankakee, IL",2018,41173
12193,"Kansas City, MO-KS",2018,53688
12194,"Killeen-Temple, TX",2018,42169
12195,"Kingsport-Bristol, TN-VA",2018,39689
12196,"Kingston, NY",2018,50378
12197,"Knoxville, TN",2018,46341
12198,"La Crosse-Onalaska, WI-MN",2018,49888
12199,"Chicago-Naperville-Elgin, IL-IN-WI",2018,61970
12200,"Lake Havasu City-Kingman, AZ",2018,33083
12201,"Lakeland-Winter Haven, FL",2018,36048
12202,"Lancaster, PA",2018,52682
12203,"Lansing-East Lansing, MI",2018,41190
12204,"Laredo, TX",2018,31907
12205,"Las Vegas-Henderson-Paradise, NV",2018,47184
12206,"Lawton, OK",2018,41236
12207,"Lima, OH",2018,42427
12208,"Lincoln, NE",2018,49479
12209,"Little Rock-North Little Rock-Conway, AR",2018,45563
12210,"Longview, TX",2018,42174
12211,"Longview, WA",2018,43407
12212,"Los Angeles-Long Beach-Glendale, CA",2018,
12213,"Lubbock, TX",2018,43189
12214,"Lynchburg, VA",2018,39668
12215,"Macon-Bibb County, GA",2018,40191
12216,"Madison, WI",2018,59266
12217,"Manhattan, KS",2018,45802
12218,"Mansfield, OH",2018,39173
12219,"McAllen-Edinburg-Mission, TX",2018,27007
12220,"Medford, OR",2018,45903
12221,"Memphis, TN-MS-AR",2018,46481
12222,"Merced, CA",2018,37193
12223,"Miami-Miami Beach-Kendall, FL",2018,
12224,"Midland, MI",2018,53973
12225,"Midland, TX",2018,130647
12226,"Milwaukee-Waukesha, WI",2018,56253
12227,"Minneapolis-St. Paul-Bloomington, MN-WI",2018,62695
12228,"Mobile, AL",2018,38119
12229,"Modesto, CA",2018,41850
12230,"Monroe, MI",2018,47091
12231,"Montgomery, AL",2018,43156
12232,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
12233,"Morristown, TN",2018,36379
12234,"Mount Vernon-Anacortes, WA",2018,50703
12235,"Muskegon, MI",2018,38141
12236,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",2018,39867
12237,"Naples-Marco Island, FL",2018,99997
12238,"Nashville-Davidson--Murfreesboro--Franklin, TN",2018,59105
12239,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
12240,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
12241,"New York-Newark-Jersey City, NY-NJ-PA",2018,75166
12242,"Niles, MI",2018,47325
12243,"North Port-Sarasota-Bradenton, FL",2018,58060
12244,"Oakland-Hayward-Berkeley, CA",2018,
12245,"Ocala, FL",2018,37497
12246,"Ocean City, NJ",2018,60246
12247,"Ogden-Clearfield, UT",2018,43682
12248,"Oklahoma City, OK",2018,48300
12249,"Olympia-Lacey-Tumwater, WA",2018,49483
12250,"Omaha-Council Bluffs, NE-IA",2018,57457
12251,"Orlando-Kissimmee-Sanford, FL",2018,43970
12252,"Oshkosh-Neenah, WI",2018,47644
12253,"Oxnard-Thousand Oaks-Ventura, CA",2018,60238
12254,"Palm Bay-Melbourne-Titusville, FL",2018,46145
12255,"Panama City, FL",2018,43020
12256,"Pensacola-Ferry Pass-Brent, FL",2018,43699
12257,"Peoria, IL",2018,48056
12258,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
12259,"Phoenix-Mesa-Chandler, AZ",2018,46140
12260,"Pine Bluff, AR",2018,33869
12261,"Pittsburgh, PA",2018,58000
12262,"Pittsfield, MA",2018,55947
12263,"Portland-Vancouver-Hillsboro, OR-WA",2018,56762
12264,"Port St. Lucie, FL",2018,54988
12265,"Prescott, AZ",2018,
12266,"Providence-Warwick, RI-MA",2018,53771
12267,"Provo-Orem, UT",2018,40896
12268,"Pueblo, CO",2018,37969
12269,"Punta Gorda, FL",2018,42292
12270,"Racine, WI",2018,49191
12271,"Raleigh-Cary, NC",2018,56139
12272,"Rapid City, SD",2018,50230
12273,"Reading, PA",2018,49549
12274,"Redding, CA",2018,44549
12275,"Reno, NV",2018,61005
12276,"Richmond, VA",2018,56101
12277,"Riverside-San Bernardino-Ontario, CA",2018,39403
12278,"Roanoke, VA",2018,46032
12279,"Rochester, MN",2018,54635
12280,"Rochester, NY",2018,50554
12281,"Rockford, IL",2018,43824
12282,"Rocky Mount, NC",2018,39030
12283,"Rome, GA",2018,37593
12284,"Sacramento-Roseville-Folsom, CA",2018,54832
12285,"Saginaw, MI",2018,39289
12286,"St. Cloud, MN",2018,45837
12287,"St. George, UT",2018,39964
12288,"St. Joseph, MO-KS",2018,38098
12289,"St. Louis, MO-IL",2018,55533
12290,"Salem, OR",2018,42119
12291,"Salinas, CA",2018,53625
12292,"Salisbury, MD-DE",2018,48086
12293,"Salt Lake City, UT",2018,51253
12294,"San Angelo, TX",2018,48865
12295,"San Antonio-New Braunfels, TX",2018,48192
12296,"San Diego-Chula Vista-Carlsbad, CA",2018,58719
12297,"San Francisco-Redwood City-South San Francisco, CA",2018,
12298,"San Jose-Sunnyvale-Santa Clara, CA",2018,106568
12299,"San Rafael, CA",2018,
12300,"Santa Cruz-Watsonville, CA",2018,65751
12301,"Santa Maria-Santa Barbara, CA",2018,60818
12302,"Santa Rosa-Petaluma, CA",2018,61501
12303,"Savannah, GA",2018,46990
12304,"Scranton--Wilkes-Barre, PA",2018,45522
12305,"Seattle-Bellevue-Everett, WA",2018,
12306,"Sebastian-Vero Beach, FL",2018,79972
12307,"Sebring-Avon Park, FL",2018,33047
12308,"Sheboygan, WI",2018,52880
12309,"Sherman-Denison, TX",2018,43052
12310,"Silver Spring-Frederick-Rockville, MD",2018,
12311,"Sioux City, IA-NE-SD",2018,50677
12312,"Sioux Falls, SD",2018,60254
12313,"Spokane-Spokane Valley, WA",2018,44631
12314,"Springfield, IL",2018,47642
12315,"Springfield, MA",2018,51697
12316,"Springfield, MO",2018,41339
12317,"Springfield, OH",2018,40263
12318,"State College, PA",2018,46210
12319,"Staunton, VA",2018,43388
12320,"Stockton, CA",2018,43077
12321,"Syracuse, NY",2018,49369
12322,"Tacoma-Lakewood, WA",2018,
12323,"Tallahassee, FL",2018,42507
12324,"Tampa-St. Petersburg-Clearwater, FL",2018,47362
12325,"The Villages, FL",2018,48902
12326,"Toledo, OH",2018,46790
12327,"Topeka, KS",2018,46180
12328,"Trenton-Princeton, NJ",2018,68052
12329,"Tucson, AZ",2018,43103
12330,"Tulsa, OK",2018,55350
12331,"Tuscaloosa, AL",2018,38107
12332,"Tyler, TX",2018,56084
12333,"Utica-Rome, NY",2018,43255
12334,"Vallejo, CA",2018,49336
12335,"Victoria, TX",2018,47647
12336,"Vineland-Bridgeton, NJ",2018,39448
12337,"Virginia Beach-Norfolk-Newport News, VA-NC",2018,48322
12338,"Visalia, CA",2018,38613
12339,"Waco, TX",2018,41319
12340,"Walla Walla, WA",2018,44521
12341,"Warner Robins, GA",2018,41902
12342,"Detroit-Warren-Dearborn, MI",2018,52469
12343,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2018,71615
12344,"Waterloo-Cedar Falls, IA",2018,46002
12345,"Wenatchee, WA",2018,48047
12346,"West Palm Beach-Boca Raton-Delray Beach, FL",2018,
12347,"Wheeling, WV-OH",2018,48907
12348,"Wichita, KS",2018,50308
12349,"Wichita Falls, TX",2018,43262
12350,"Williamsport, PA",2018,43070
12351,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2018,64053
12352,"Wilmington, NC",2018,44226
12353,"Winchester, VA-WV",2018,47879
12354,"Winston-Salem, NC",2018,43881
12355,"Yakima, WA",2018,41740
12356,"York-Hanover, PA",2018,50069
12357,"Youngstown-Warren-Boardman, OH-PA",2018,42094
12358,"Yuba City, CA",2018,41937
12359,"Abilene, TX",2019,46493
12360,"Akron, OH",2019,51714
12361,"Albany, GA",2019,38764
12362,"Albany-Schenectady-Troy, NY",2019,60500
12363,"Allentown-Bethlehem-Easton, PA-NJ",2019,55363
12364,"Altoona, PA",2019,47573
12365,"Amarillo, TX",2019,49008
12366,"Anaheim-Santa Ana-Irvine, CA",2019,
12367,"Anchorage, AK",2019,63208
12368,"Ann Arbor, MI",2019,61101
12369,"Anniston-Oxford, AL",2019,37708
12370,"Appleton, WI",2019,52743
12371,"Asheville, NC",2019,47559
12372,"Athens-Clarke County, GA",2019,42391
12373,"Atlanta-Sandy Springs-Alpharetta, GA",2019,55668
12374,"Atlantic City-Hammonton, NJ",2019,51247
12375,"Auburn-Opelika, AL",2019,40439
12376,"Augusta-Richmond County, GA-SC",2019,43512
12377,"Austin-Round Rock-Georgetown, TX",2019,62460
12378,"Bakersfield, CA",2019,39559
12379,"Baltimore-Columbia-Towson, MD",2019,62702
12380,"Barnstable Town, MA",2019,75339
12381,"Battle Creek, MI",2019,40428
12382,"Bay City, MI",2019,43554
12383,"Beaumont-Port Arthur, TX",2019,45115
12384,"Beckley, WV",2019,41026
12385,"Bellingham, WA",2019,49868
12386,"Binghamton, NY",2019,45505
12387,"Birmingham-Hoover, AL",2019,53185
12388,"Bismarck, ND",2019,59371
12389,"Blacksburg-Christiansburg, VA",2019,38220
12390,"Bloomington, IL",2019,49760
12391,"Bloomsburg-Berwick, PA",2019,46776
12392,"Boston-Cambridge-Newton, MA-NH",2019,80965
12393,"Boulder, CO",2019,77305
12394,"Bremerton-Silverdale-Port Orchard, WA",2019,57197
12395,"Buffalo-Cheektowaga, NY",2019,51296
12396,"Burlington, NC",2019,41256
12397,"Burlington-South Burlington, VT",2019,58650
12398,"Boston-Cambridge-Newton, MA-NH",2019,80965
12399,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2019,65733
12400,"Canton-Massillon, OH",2019,46019
12401,"Cape Coral-Fort Myers, FL",2019,52832
12402,"Cape Girardeau, MO-IL",2019,43506
12403,"Carbondale-Marion, IL",2019,41233
12404,"Carson City, NV",2019,52880
12405,"Casper, WY",2019,70054
12406,"Cedar Rapids, IA",2019,52898
12407,"Chambersburg-Waynesboro, PA",2019,48014
12408,"Champaign-Urbana, IL",2019,46203
12409,"Charleston, WV",2019,45527
12410,"Charlotte-Concord-Gastonia, NC-SC",2019,54086
12411,"Charlottesville, VA",2019,67809
12412,"Chattanooga, TN-GA",2019,47104
12413,"Cheyenne, WY",2019,53532
12414,"Chicago-Naperville-Arlington Heights, IL",2019,
12415,"Chico, CA",2019,45175
12416,"Cleveland-Elyria, OH",2019,55294
12417,"College Station-Bryan, TX",2019,41965
12418,"Colorado Springs, CO",2019,50862
12419,"Columbia, MO",2019,47977
12420,"Columbus, GA-AL",2019,41806
12421,"Columbus, OH",2019,52522
12422,"Corpus Christi, TX",2019,46336
12423,"Corvallis, OR",2019,47920
12424,"Crestview-Fort Walton Beach-Destin, FL",2019,55156
12425,"Cumberland, MD-WV",2019,41166
12426,"Dallas-Fort Worth-Arlington, TX",2019,59409
12427,"Daphne-Fairhope-Foley, AL",2019,48270
12428,"Dayton, OH",2019,
12429,"Decatur, AL",2019,40499
12430,"Decatur, IL",2019,48151
12431,"Deltona-Daytona Beach-Ormond Beach, FL",2019,45174
12432,"Denver-Aurora-Lakewood, CO",2019,67089
12433,"Detroit-Warren-Dearborn, MI",2019,54213
12434,"Dothan, AL",2019,42857
12435,"Dover, DE",2019,43761
12436,"Dubuque, IA",2019,51329
12437,"Duluth, MN-WI",2019,47150
12438,"Durham-Chapel Hill, NC",2019,54408
12439,"Dutchess County-Putnam County, NY",2019,
12440,"East Stroudsburg, PA",2019,44150
12441,"Eau Claire, WI",2019,48822
12442,"Chicago-Naperville-Elgin, IL-IN-WI",2019,64079
12443,"Elmira, NY",2019,45658
12444,"El Paso, TX",2019,38681
12445,"Enid, OK",2019,45053
12446,"Erie, PA",2019,46259
12447,"Eugene-Springfield, OR",2019,45960
12448,"Fargo, ND-MN",2019,55292
12449,"Fayetteville, NC",2019,38060
12450,"Fayetteville-Springdale-Rogers, AR",2019,68808
12451,"Flagstaff, AZ",2019,48837
12452,"Flint, MI",2019,41940
12453,"Florence-Muscle Shoals, AL",2019,38405
12454,"Fond du Lac, WI",2019,49922
12455,"Fort Collins, CO",2019,55935
12456,"Fort Lauderdale-Pompano Beach-Deerfield Beach, FL",2019,
12457,"Fort Smith, AR-OK",2019,38666
12458,"Dallas-Fort Worth-Arlington, TX",2019,59409
12459,"Fresno, CA",2019,43019
12460,"Gadsden, AL",2019,37700
12461,"Gainesville, FL",2019,44734
12462,"Gainesville, GA",2019,46409
12463,"Gettysburg, PA",2019,50785
12464,"Glens Falls, NY",2019,48527
12465,"Grand Rapids-Kentwood, MI",2019,50474
12466,"Greeley, CO",2019,48923
12467,"Green Bay, WI",2019,52453
12468,"Greensboro-High Point, NC",2019,44456
12469,"Gulfport-Biloxi, MS",2019,37983
12470,"Hagerstown-Martinsburg, MD-WV",2019,44637
12471,"Hanford-Corcoran, CA",2019,36442
12472,"Harrisburg-Carlisle, PA",2019,54304
12473,"Harrisonburg, VA",2019,40413
12474,"Hickory-Lenoir-Morganton, NC",2019,40607
12475,"Hinesville, GA",2019,34832
12476,"Homosassa Springs, FL",2019,39701
12477,"Hot Springs, AR",2019,41502
12478,"Houston-The Woodlands-Sugar Land, TX",2019,58884
12479,"Huntsville, AL",2019,52208
12480,"Ithaca, NY",2019,46052
12481,"Jackson, MI",2019,40413
12482,"Jackson, MS",2019,44794
12483,"Jackson, TN",2019,41503
12484,"Jacksonville, FL",2019,52184
12485,"Jacksonville, NC",2019,40671
12486,"Janesville-Beloit, WI",2019,46018
12487,"Johnson City, TN",2019,41519
12488,"Johnstown, PA",2019,44620
12489,"Jonesboro, AR",2019,37719
12490,"Joplin, MO",2019,40691
12491,"Kalamazoo-Portage, MI",2019,49305
12492,"Kankakee, IL",2019,42857
12493,"Kansas City, MO-KS",2019,55691
