iter	Passed	Remaining
336	12410	24416
337	12442	24369
338	12474	24323
339	12551	24363
340	12591	24334
341	12639	24318
342	12669	24268
343	12701	24221
344	12732	24173
345	12763	24124
346	12794	24076
347	12835	24047
348	12865	23999
349	12897	23951
350	12928	23905
351	12958	23855
352	12988	23806
353	13020	23759
354	13051	23712
355	13083	23668
356	13135	23658
357	13169	23617
358	13204	23576
359	13235	23529
360	13265	23481
361	13299	23439
362	13333	23398
363	13370	23361
364	13404	23320
365	13444	23289
366	13480	23250
367	13514	23209
368	13549	23169
369	13582	23127
370	13615	23084
371	13648	23040
372	13680	22996
373	13720	22964
374	13753	22922
375	13783	22874
376	13816	22831
377	13849	22788
378	13884	22749
379	13917	22707
380	13952	22668
381	13985	22625
382	14015	22579
383	14047	22534
384	14081	22493
385	14114	22451
386	14172	22449
387	14216	22424
388	14275	22422
389	14313	22388
390	14382	22401
391	14426	22375
392	14466	22344
393	14518	22330
394	14556	22295
395	14589	22252
396	14624	22212
397	14656	22168
398	14690	22127
399	14725	22087
400	14758	22046
401	14790	22002
402	14824	21960
403	14877	21947
404	14925	21927
405	14965	21895
406	15006	21865
407	15045	21830
408	15080	21791
409	15111	21745
410	15143	21701
411	15197	21688
412	15235	21654
413	15277	21624
414	15314	21588
415	15351	21550
416	15393	21521
417	15426	21479
418	15457	21434
419	15488	21389
420	15528	21355
421	15558	21309
422	15590	21266
423	15631	21235
424	15664	21193
425	15715	21175
426	15747	21131
427	15781	21091
428	15815	21050
429	15850	21010
430	15894	20983
431	15924	20937
432	15953	20890
433	15984	20846
434	16015	20802
435	16065	20781
436	16095	20736
437	16127	20693
438	16160	20651
439	16194	20610
440	16249	20597
441	16281	20554
442	16313	20511
443	16351	20475
444	16384	20435
445	16419	20395
446	16453	20355
447	16497	20327
448	16530	20285
449	16567	20249
450	16601	20208
451	16637	20171
452	16672	20132
453	16707	20093
454	16744	20056
455	16781	20019
456	16815	19980
457	16864	19957
458	16915	19937
459	16951	19899
460	16982	19855
461	17014	19813
462	17044	19769
463	17077	19727
464	17113	19689
465	17153	19657
466	17194	19624
467	17234	19591
468	17297	19584
469	17335	19548
470	17371	19510
471	17404	19469
472	17436	19427
473	17474	19391
474	17505	19348
475	17537	19305
476	17567	19261
477	17599	19219
478	17629	19175
479	17661	19133
480	17693	19091
481	17729	19053
482	17762	19012
483	17793	18969
484	17824	18927
485	17857	18886
486	17887	18842
487	17917	18799
488	17950	18758
489	17981	18715
490	18012	18672
491	18042	18628
492	18073	18586
493	18103	18543
494	18149	18516
495	18182	18476
496	18215	18435
497	18251	18397
498	18355	18428
499	18394	18394
500	18429	18356
501	18465	18318
502	18498	18278
503	18532	18237
504	18564	18197
505	18602	18161
506	18635	18120
507	18666	18078
508	18699	18037
509	18729	17994
510	18762	17954
511	18804	17922
512	18834	17880
513	18865	17838
514	18896	17795
515	18928	17754
516	18958	17711
517	18989	17669
518	19019	17627
519	19051	17586
520	19083	17545
521	19115	17504
522	19147	17463
523	19179	17422
524	19211	17381
525	19242	17340
526	19275	17300
527	19306	17258
528	19339	17219
529	19399	17203
530	19443	17173
531	19481	17137
532	19523	17105
533	19561	17070
534	19608	17042
535	19643	17004
536	19683	16970
537	19713	16929
538	19744	16887
539	19776	16846
540	19810	16807
541	19844	16769
542	19877	16728
543	19907	16686
544	19937	16645
545	19968	16603
546	20015	16575
547	20051	16538
548	20085	16500
549	20119	16461
550	20159	16427
551	20205	16399
552	20245	16364
553	20288	16333
554	20352	16318
555	20385	16278
556	20442	16258
557	20475	16219
558	20513	16183
559	20552	16148
560	20591	16113
561	20627	16076
562	20668	16043
563	20706	16006
564	20754	15979
565	20792	15943
566	20826	15904
567	20864	15868
568	20904	15834
569	20939	15796
570	20970	15755
571	21001	15714
572	21042	15681
573	21080	15645
574	21138	15624
575	21171	15584
576	21211	15550
577	21245	15511
578	21278	15471
579	21314	15434
580	21353	15399
581	21388	15361
582	21430	15328
583	21495	15312
584	21547	15285
585	21580	15246
586	21612	15206
587	21643	15165
588	21674	15124
589	21703	15082
590	21735	15041
591	21780	15010
592	21819	14975
593	21853	14937
594	21889	14899
595	21929	14864
596	21968	14829
597	22005	14793
598	22041	14755
599	22072	14714
600	22102	14673
601	22132	14632
602	22162	14591
603	22198	14553
604	22232	14515
605	22266	14477
606	22299	14437
607	22337	14401
608	22367	14360
609	22399	14320
610	22432	14282
611	22503	14266
612	22539	14229
613	22571	14190
614	22603	14150
615	22638	14112
616	22669	14071
617	22700	14031
618	22743	13999
619	22777	13960
620	22807	13919
621	22841	13881
622	22875	13842
623	22916	13808
624	22953	13772
625	22991	13736
626	23024	13697
627	23060	13660
628	23092	13620
629	23123	13580
630	23156	13541
631	23193	13505
632	23230	13468
633	23272	13434
634	23351	13422
635	23387	13385
636	23440	13357
637	23473	13318
638	23538	13298
639	23574	13260
640	23605	13220
641	23635	13180
642	23666	13140
643	23701	13102
644	23732	13062
645	23764	13022
646	23795	12982
647	23826	12942
648	23857	12902
649	23887	12862
650	23919	12823
651	23956	12786
652	24008	12757
653	24045	12721
654	24078	12682
655	24109	12642
656	24145	12605
657	24178	12567
658	24210	12527
659	24240	12487
660	24271	12447
661	24316	12415
662	24356	12380
663	24389	12341
664	24428	12306
665	24459	12266
666	24491	12227
667	24549	12201
668	24589	12165
669	24621	12127
670	24653	12087
671	24686	12049
672	24717	12009
673	24750	11971
674	24787	11934
675	24819	11895
676	24851	11856
677	24886	11819
678	24918	11780
679	24952	11742
680	24986	11704
681	25027	11669
682	25063	11632
683	25094	11593
684	25125	11554
685	25159	11516
686	25192	11477
687	25224	11438
688	25256	11400
689	25286	11360
690	25320	11322
691	25370	11291
692	25403	11253
693	25434	11214
694	25480	11182
695	25511	11143
696	25544	11104
697	25606	11079
698	25640	11041
699	25672	11002
700	25703	10963
701	25734	10924
702	25767	10885
703	25799	10847
704	25833	10809
705	25865	10771
706	25896	10732
707	25926	10692
708	25957	10653
709	25988	10615
710	26023	10577
711	26060	10541
712	26095	10503
713	26128	10466
714	26160	10427
715	26190	10388
716	26222	10350
717	26256	10312
718	26288	10274
719	26322	10236
720	26355	10198
721	26385	10159
722	26415	10120
723	26449	10082
724	26480	10044
725	26511	10005
726	26541	9966
727	26574	9928
728	26634	9901
729	26670	9864
730	26701	9825
731	26731	9786
732	26762	9748
733	26798	9711
734	26829	9673
735	26866	9636
736	26898	9598
737	26928	9559
738	26959	9521
739	26991	9483
740	27021	9444
741	27051	9405
742	27090	9370
743	27142	9339
744	27178	9302
745	27210	9264
746	27240	9225
747	27270	9187
748	27303	9149
749	27342	9114
750	27388	9080
751	27420	9042
752	27450	9004
753	27480	8965
754	27514	8928
755	27549	8891
756	27581	8853
757	27614	8816
758	27673	8787
759	27705	8749
760	27741	8712
761	27779	8676
762	27811	8638
763	27842	8600
764	27872	8562
765	27902	8523
766	27934	8485
767	27970	8449
768	28001	8411
769	28032	8373
770	28063	8335
771	28095	8297
772	28135	8262
773	28184	8229
774	28216	8191
775	28247	8153
776	28278	8115
777	28314	8079
778	28349	8042
779	28381	8004
780	28417	7968
781	28452	7931
782	28487	7895
783	28521	7857
784	28557	7821
785	28593	7785
786	28641	7751
787	28758	7736
788	28801	7702
789	28840	7666
790	28878	7630
791	28913	7593
792	28947	7556
793	28987	7520
794	29023	7484
795	29058	7447
796	29097	7411
797	29134	7374
798	29172	7338
799	29205	7301
800	29241	7264
801	29285	7230
802	29318	7192
803	29352	7155
804	29383	7117
805	29417	7080
806	29462	7046
807	29499	7009
808	29534	6973
809	29572	6936
810	29622	6903
811	29672	6870
812	29709	6833
813	29774	6803
814	29813	6767
815	29868	6734
816	29902	6697
817	29938	6661
818	29973	6624
819	30019	6589
820	30085	6559
821	30118	6521
822	30152	6484
823	30188	6447
824	30219	6410
825	30252	6372
826	30293	6337
827	30334	6301
828	30371	6264
829	30401	6226
830	30432	6189
831	30467	6152
832	30500	6114
833	30547	6080
834	30578	6042
835	30609	6004
836	30640	5966
837	30671	5929
838	30704	5891
839	30738	5854
840	30773	5817
841	30830	5785
842	30863	5748
843	30895	5710
844	30929	5673
845	30979	5639
846	31010	5601
847	31041	5564
848	31072	5526
849	31103	5488
850	31137	5451
851	31169	5414
852	31201	5377
853	31232	5339
854	31264	5302
855	31315	5268
856	31351	5231
857	31384	5194
858	31415	5156
859	31449	5119
860	31493	5084
861	31523	5046
862	31555	5009
863	31589	4972
864	31621	4935
865	31652	4897
866	31684	4860
867	31714	4822
868	31748	4785
869	31795	4751
870	31852	4717
871	31888	4680
872	31920	4643
873	31954	4606
874	31988	4569
875	32020	4532
876	32051	4495
877	32082	4457
878	32113	4420
879	32144	4383
880	32179	4346
881	32211	4309
882	32242	4272
883	32273	4235
884	32312	4198
885	32351	4162
886	32384	4125
887	32418	4088
888	32454	4052
889	32485	4015
890	32516	3977
891	32546	3940
892	32578	3903
893	32611	3866
894	32645	3829
895	32676	3792
896	32706	3755
897	32739	3718
898	32774	3682
899	32812	3645
900	32872	3611
901	32910	3575
902	32941	3538
903	32972	3501
904	33007	3464
905	33038	3427
906	33068	3390
907	33099	3353
908	33129	3316
909	33160	3279
910	33191	3242
911	33226	3206
912	33258	3169
913	33294	3132
914	33330	3096
915	33377	3060
916	33411	3024
917	33445	2987
918	33478	2950
919	33510	2913
920	33542	2877
921	33573	2840
922	33604	2803
923	33634	2766
924	33667	2729
925	33700	2693
926	33731	2656
927	33762	2619
928	33792	2582
929	33823	2545
930	33855	2509
931	33919	2474
932	33954	2438
933	33986	2401
934	34017	2364
935	34049	2328
936	34082	2291
937	34119	2255
938	34161	2219
939	34196	2182
940	34230	2146
941	34267	2109
942	34309	2073
943	34347	2037
944	34390	2001
945	34442	1966
946	34482	1929
947	34519	1893
948	34557	1857
949	34589	1820
950	34619	1783
951	34649	1747
952	34678	1710
953	34710	1673
954	34741	1637
955	34776	1600
956	34810	1564
957	34841	1527
958	34871	1490
959	34940	1455
960	34986	1419
961	35025	1383
962	35063	1347
963	35098	1310
964	35134	1274
965	35165	1237
966	35196	1201
967	35228	1164
968	35274	1128
969	35305	1091
970	35335	1055
971	35374	1019
972	35409	982
973	35448	946
974	35479	909
975	35511	873
976	35542	836
977	35572	800
978	35602	763
979	35637	727
980	35679	691
981	35710	654
982	35741	618
983	35773	581
984	35804	545
985	35836	508
986	35869	472
987	35904	436
988	35938	399
989	36001	363
990	36058	327
991	36105	291
992	36135	254
993	36167	218
994	36198	181
995	36228	145
996	36274	109
997	36318	72
998	36348	36
999	36382	0
