iter	Passed	Remaining
291	10198	24728
292	10236	24701
293	10277	24680
294	10317	24657
295	10353	24625
296	10395	24606
297	10426	24561
298	10457	24517
299	10488	24473
300	10526	24446
301	10558	24403
302	10588	24357
303	10622	24319
304	10662	24295
305	10702	24272
306	10739	24243
307	10778	24216
308	10818	24193
309	10892	24245
310	10931	24217
311	10965	24179
312	10997	24137
313	11028	24093
314	11058	24047
315	11087	24000
316	11116	23952
317	11148	23910
318	11182	23873
319	11214	23830
320	11244	23785
321	11275	23740
322	11306	23698
323	11340	23660
324	11376	23627
325	11409	23588
326	11441	23547
327	11474	23508
328	11514	23484
329	11551	23453
330	11598	23443
331	11667	23475
332	11706	23448
333	11740	23410
334	11772	23368
335	11802	23323
336	11831	23276
337	11861	23231
338	11934	23270
339	11972	23241
340	12022	23234
341	12060	23203
342	12097	23173
343	12156	23181
344	12193	23149
345	12241	23138
346	12272	23095
347	12304	23054
348	12334	23008
349	12369	22971
350	12404	22936
351	12441	22904
352	12475	22865
353	12509	22828
354	12541	22786
355	12574	22747
356	12608	22709
357	12639	22667
358	12669	22621
359	12699	22577
360	12729	22533
361	12760	22490
362	12793	22449
363	12827	22412
364	12857	22369
365	12888	22325
366	12924	22292
367	12989	22308
368	13026	22275
369	13059	22236
370	13090	22193
371	13121	22151
372	13153	22110
373	13187	22072
374	13227	22046
375	13262	22010
376	13312	21999
377	13346	21961
378	13377	21919
379	13409	21878
380	13446	21845
381	13487	21820
382	13537	21808
383	13571	21770
384	13603	21730
385	13634	21688
386	13669	21652
387	13704	21615
388	13736	21576
389	13769	21537
390	13800	21494
391	13833	21455
392	13864	21413
393	13896	21373
394	13930	21336
395	13962	21295
396	14030	21310
397	14064	21273
398	14096	21232
399	14131	21196
400	14165	21159
401	14197	21120
402	14231	21081
403	14262	21041
404	14308	21021
405	14341	20982
406	14372	20940
407	14402	20898
408	14434	20857
409	14468	20820
410	14508	20791
411	14545	20758
412	14579	20721
413	14612	20682
414	14641	20639
415	14671	20596
416	14703	20556
417	14735	20517
418	14765	20474
419	14795	20431
420	14825	20389
421	14855	20347
422	14907	20334
423	14943	20300
424	14979	20265
425	15014	20231
426	15082	20238
427	15122	20210
428	15160	20178
429	15199	20148
430	15234	20111
431	15266	20073
432	15297	20031
433	15330	19992
434	15367	19959
435	15400	19921
436	15432	19882
437	15464	19842
438	15499	19806
439	15536	19773
440	15569	19735
441	15608	19705
442	15650	19677
443	15704	19665
444	15739	19630
445	15772	19592
446	15804	19552
447	15835	19510
448	15865	19469
449	15896	19428
450	15926	19387
451	15963	19354
452	15999	19319
453	16030	19278
454	16065	19243
455	16179	19302
456	16218	19270
457	16253	19234
458	16286	19195
459	16317	19155
460	16349	19115
461	16385	19080
462	16418	19042
463	16450	19002
464	16482	18963
465	16514	18924
466	16547	18885
467	16579	18846
468	16613	18810
469	16649	18775
470	16701	18757
471	16733	18718
472	16763	18676
473	16801	18644
474	16849	18622
475	16881	18583
476	16913	18544
477	16959	18521
478	16993	18483
479	17028	18447
480	17064	18412
481	17098	18375
482	17145	18352
483	17180	18315
484	17249	18316
485	17284	18280
486	17315	18239
487	17347	18200
488	17378	18160
489	17409	18119
490	17439	18078
491	17476	18044
492	17511	18008
493	17543	17969
494	17575	17930
495	17607	17891
496	17637	17849
497	17668	17810
498	17704	17775
499	17741	17741
500	17773	17702
501	17805	17663
502	17836	17623
503	17868	17584
504	17899	17545
505	17936	17510
506	17968	17471
507	17997	17431
508	18030	17393
509	18062	17354
510	18094	17315
511	18143	17292
512	18175	17254
513	18206	17215
514	18277	17212
515	18314	17178
516	18359	17152
517	18391	17113
518	18423	17074
519	18454	17035
520	18489	16999
521	18520	16959
522	18551	16920
523	18589	16886
524	18629	16855
525	18660	16815
526	18692	16777
527	18741	16753
528	18778	16719
529	18818	16687
530	18856	16655
531	18893	16620
532	18939	16594
533	18970	16555
534	19002	16516
535	19037	16480
536	19071	16443
537	19105	16406
538	19135	16366
539	19165	16325
540	19196	16287
541	19228	16248
542	19261	16211
543	19334	16207
544	19372	16173
545	19409	16139
546	19444	16102
547	19480	16067
548	19522	16037
549	19572	16013
550	19605	15975
551	19635	15935
552	19669	15899
553	19707	15865
554	19739	15827
555	19789	15803
556	19820	15763
557	19855	15727
558	19896	15696
559	19930	15659
560	19960	15619
561	19990	15580
562	20035	15551
563	20066	15512
564	20108	15481
565	20140	15443
566	20171	15404
567	20201	15364
568	20231	15324
569	20260	15284
570	20290	15244
571	20369	15241
572	20405	15206
573	20438	15168
574	20471	15131
575	20502	15092
576	20533	15052
577	20564	15014
578	20606	14983
579	20636	14943
580	20667	14904
581	20700	14867
582	20737	14832
583	20774	14798
584	20811	14763
585	20846	14727
586	20881	14691
587	20913	14653
588	20944	14614
589	20976	14576
590	21008	14539
591	21040	14500
592	21070	14461
593	21100	14422
594	21130	14382
595	21159	14343
596	21192	14305
597	21224	14268
598	21256	14230
599	21301	14200
600	21331	14162
601	21361	14122
602	21438	14114
603	21488	14088
604	21519	14049
605	21550	14011
606	21585	13975
607	21616	13936
608	21649	13899
609	21683	13863
610	21714	13824
611	21744	13785
612	21777	13748
613	21809	13710
614	21840	13672
615	21875	13636
616	21911	13601
617	21945	13565
618	21976	13526
619	22006	13487
620	22038	13450
621	22067	13411
622	22102	13375
623	22133	13337
624	22165	13299
625	22196	13261
626	22227	13223
627	22257	13184
628	22288	13146
629	22332	13115
630	22364	13078
631	22395	13040
632	22472	13028
633	22540	13012
634	22577	12977
635	22613	12942
636	22644	12904
637	22676	12866
638	22707	12828
639	22739	12791
640	22772	12754
641	22807	12718
642	22838	12680
643	22867	12641
644	22897	12602
645	22929	12564
646	22960	12527
647	22992	12489
648	23027	12453
649	23095	12436
650	23127	12398
651	23159	12361
652	23193	12324
653	23226	12287
654	23259	12251
655	23291	12213
656	23321	12175
657	23352	12137
658	23385	12100
659	23419	12064
660	23449	12026
661	23486	11991
662	23520	11955
663	23592	11938
664	23629	11903
665	23663	11867
666	23710	11837
667	23743	11800
668	23776	11763
669	23811	11727
670	23858	11697
671	23898	11664
672	23940	11632
673	23977	11597
674	24028	11569
675	24072	11537
676	24109	11502
677	24155	11472
678	24189	11435
679	24221	11398
680	24258	11363
681	24293	11327
682	24337	11295
683	24368	11257
684	24398	11219
685	24430	11182
686	24473	11150
687	24523	11121
688	24558	11085
689	24636	11068
690	24677	11035
691	24717	11001
692	24755	10966
693	24800	10935
694	24834	10898
695	24867	10861
696	24904	10826
697	24939	10790
698	24970	10752
699	25002	10715
700	25033	10677
701	25078	10646
702	25117	10611
703	25154	10576
704	25190	10540
705	25235	10508
706	25268	10471
707	25308	10438
708	25338	10399
709	25367	10361
710	25403	10325
711	25432	10287
712	25467	10251
713	25498	10213
714	25535	10178
715	25575	10144
716	25618	10111
717	25654	10076
718	25729	10055
719	25780	10025
720	25816	9989
721	25851	9953
722	25884	9916
723	25914	9879
724	25945	9841
725	25977	9804
726	26011	9767
727	26044	9730
728	26086	9697
729	26119	9660
730	26195	9639
731	26238	9606
732	26276	9571
733	26310	9534
734	26348	9499
735	26379	9462
736	26415	9426
737	26452	9391
738	26488	9355
739	26529	9321
740	26567	9286
741	26603	9250
742	26640	9214
743	26672	9177
744	26766	9161
745	26811	9128
746	26853	9095
747	26886	9058
748	26917	9020
749	26947	8982
750	26977	8944
751	27007	8906
752	27038	8869
753	27074	8833
754	27118	8799
755	27176	8771
756	27221	8738
757	27257	8702
758	27305	8670
759	27347	8636
760	27389	8602
761	27431	8567
762	27479	8535
763	27515	8499
764	27568	8468
765	27601	8431
766	27638	8396
767	27670	8358
768	27703	8321
769	27739	8285
770	27844	8270
771	27885	8235
772	27919	8198
773	27971	8167
774	28007	8131
775	28044	8095
776	28082	8059
777	28113	8022
778	28171	7992
779	28210	7956
780	28278	7929
781	28345	7901
782	28379	7864
783	28412	7828
784	28470	7797
785	28511	7762
786	28548	7726
787	28596	7693
788	28626	7655
789	28659	7618
790	28699	7583
791	28737	7547
792	28782	7513
793	28946	7510
794	28984	7473
795	29018	7436
796	29050	7399
797	29080	7361
798	29112	7323
799	29144	7286
800	29174	7248
801	29206	7210
802	29237	7172
803	29270	7135
804	29301	7097
805	29332	7060
806	29362	7022
807	29395	6985
808	29425	6947
809	29459	6910
810	29490	6872
811	29536	6838
812	29574	6802
813	29610	6766
814	29643	6728
815	29674	6691
816	29704	6653
817	29733	6615
818	29764	6577
819	29794	6540
820	29825	6502
821	29855	6465
822	29887	6427
823	29916	6390
824	29947	6352
825	30024	6324
826	30064	6289
827	30098	6252
828	30132	6215
829	30171	6179
830	30205	6142
831	30237	6105
832	30271	6068
833	30302	6031
834	30330	5993
835	30373	5958
836	30403	5920
837	30436	5883
838	30472	5847
839	30521	5813
840	30555	5776
841	30587	5739
842	30618	5702
843	30651	5665
844	30681	5628
845	30712	5590
846	30758	5556
847	30797	5520
848	30831	5483
849	30864	5446
850	30897	5409
851	30935	5373
852	30977	5338
853	31064	5310
854	31106	5275
855	31139	5238
856	31170	5201
857	31213	5165
858	31256	5130
859	31298	5095
860	31336	5058
861	31367	5021
862	31397	4984
863	31426	4946
864	31472	4911
865	31506	4875
866	31547	4839
867	31581	4802
868	31630	4768
869	31673	4732
870	31708	4696
871	31745	4659
872	31785	4624
873	31823	4587
874	31862	4551
875	31898	4515
876	31933	4478
877	31976	4443
878	32006	4405
879	32038	4368
880	32073	4332
881	32154	4301
882	32205	4267
883	32240	4230
884	32274	4193
885	32306	4156
886	32338	4119
887	32389	4085
888	32427	4048
889	32473	4013
890	32507	3976
891	32539	3939
892	32570	3902
893	32602	3865
894	32636	3828
895	32671	3792
896	32709	3755
897	32741	3718
898	32773	3682
899	32809	3645
900	32846	3609
901	32877	3572
902	32907	3534
903	32936	3497
904	32965	3460
905	32995	3423
906	33028	3386
907	33064	3350
908	33096	3313
909	33131	3276
910	33206	3244
911	33245	3207
912	33279	3171
913	33310	3134
914	33341	3097
915	33372	3060
916	33403	3023
917	33437	2986
918	33471	2950
919	33511	2914
920	33543	2877
921	33574	2840
922	33604	2803
923	33635	2766
924	33667	2729
925	33706	2693
926	33740	2656
927	33777	2620
928	33811	2584
929	33842	2547
930	33872	2510
931	33902	2473
932	33935	2436
933	33969	2400
934	34002	2363
935	34033	2327
936	34063	2290
937	34093	2253
938	34124	2216
939	34158	2180
940	34274	2148
941	34309	2112
942	34343	2075
943	34378	2039
944	34409	2002
945	34444	1966
946	34475	1929
947	34505	1892
948	34536	1855
949	34569	1819
950	34608	1783
951	34640	1746
952	34671	1709
953	34701	1673
954	34732	1636
955	34771	1600
956	34811	1564
957	34845	1527
958	34877	1491
959	34908	1454
960	34938	1417
961	34969	1381
962	35003	1344
963	35035	1308
964	35066	1271
965	35097	1235
966	35127	1198
967	35158	1162
968	35192	1125
969	35226	1089
970	35257	1053
971	35337	1017
972	35372	981
973	35409	945
974	35446	908
975	35477	872
976	35508	835
977	35543	799
978	35572	763
979	35603	726
980	35636	690
981	35675	653
982	35705	617
983	35735	581
984	35766	544
985	35800	508
986	35844	472
987	35888	435
988	35942	399
989	35983	363
990	36022	327
991	36063	290
992	36104	254
993	36156	218
994	36186	181
995	36217	145
996	36247	109
997	36281	72
998	36312	36
999	36399	0
