iter	MAPE	RMSE
231	0.3096321559	4843.487331
232	0.3093328037	4840.246033
233	0.3092659766	4834.280756
234	0.3084280096	4829.72181
235	0.3078484473	4823.523065
236	0.3078054501	4821.97896
237	0.3070438984	4814.85226
238	0.3069338849	4809.362932
239	0.3066306853	4804.998594
240	0.306345612	4797.18983
241	0.3059287772	4792.946052
242	0.3057191719	4788.852456
243	0.3056761194	4783.026629
244	0.3054356532	4778.044854
245	0.3050861157	4772.028702
246	0.3046762094	4760.902929
247	0.304399136	4752.004215
248	0.3044207073	4746.734924
249	0.3043188431	4742.36673
250	0.3034940324	4737.805156
251	0.3031564038	4730.553515
252	0.3028948234	4727.633619
253	0.302616885	4721.375244
254	0.3025354295	4711.76567
255	0.302452121	4705.181386
256	0.3024745822	4702.842061
257	0.3024398476	4699.730807
258	0.3020078913	4696.883448
259	0.3007964492	4690.425202
260	0.2999257867	4688.892904
261	0.2993798505	4683.866928
262	0.2990915406	4680.782672
263	0.2990946053	4675.483705
264	0.2987617505	4671.039216
265	0.2987213221	4665.977475
266	0.2980334478	4659.915805
267	0.2978241215	4658.437611
268	0.2971424797	4649.563954
269	0.2969144991	4642.951984
270	0.2966216785	4635.524009
271	0.2960884646	4631.343833
272	0.2959478275	4627.849716
273	0.2958839764	4626.564746
274	0.2956445796	4617.402397
275	0.2956518133	4614.161006
276	0.2954130023	4611.617024
277	0.2951815013	4603.177352
278	0.2949605221	4598.499754
279	0.2945545717	4596.372861
280	0.2945974381	4594.611034
281	0.2943735908	4587.457238
282	0.2942989576	4581.308038
283	0.293790083	4576.72356
284	0.2934407074	4573.64639
285	0.2932800879	4565.272211
286	0.2931028046	4559.1219
287	0.2924246615	4549.88275
288	0.2918969767	4545.882848
289	0.2910895904	4539.775981
290	0.2910264103	4535.105435
291	0.2906687416	4526.075558
292	0.2902831029	4521.484076
293	0.2901326352	4514.479067
294	0.2900405833	4509.825913
295	0.2894991285	4505.752172
296	0.2884759519	4501.612339
297	0.2882326125	4495.897987
298	0.2878579475	4490.886305
299	0.2871810666	4485.368279
300	0.2868978005	4481.043661
301	0.2869111087	4476.253386
302	0.2866512996	4470.961048
303	0.2862030453	4464.590666
304	0.2858761922	4461.533121
305	0.2854379351	4458.509351
306	0.2852934364	4456.724992
307	0.2853308042	4455.003734
308	0.2851338378	4448.149717
309	0.2850440311	4442.953687
310	0.2849048885	4436.688116
311	0.2846843739	4432.389974
312	0.2846213532	4428.039421
313	0.2839567846	4424.693142
314	0.2831045545	4422.178127
315	0.2830604534	4420.701988
316	0.2823860284	4418.596166
317	0.2820781907	4416.464125
318	0.2819504464	4410.660852
319	0.2816978619	4407.156771
320	0.2814088009	4401.840841
321	0.2811268139	4399.137926
322	0.2810987482	4395.72723
323	0.2808097866	4394.048785
324	0.2809207954	4393.476684
325	0.2806156183	4391.282798
326	0.280397471	4386.522064
327	0.2803416396	4382.689303
328	0.2802288559	4376.459989
329	0.280127681	4370.59312
330	0.2794750118	4365.26361
331	0.2793505334	4362.577999
332	0.2782330574	4358.765055
333	0.2778351833	4352.031785
334	0.2770227421	4347.060473
335	0.2767951402	4344.7815
336	0.2768004208	4343.088876
337	0.276788443	4340.752675
338	0.2767548265	4336.638318
339	0.2765285776	4329.743927
340	0.2765684638	4328.064553
341	0.2761501589	4322.121472
342	0.2761242964	4319.216328
343	0.2761023764	4313.308496
344	0.2754961166	4308.87144
345	0.274658709	4305.719123
346	0.2744489045	4302.55899
347	0.2745021493	4301.963246
348	0.2745025617	4300.826575
349	0.2741444848	4294.701704
350	0.2741588714	4293.184616
351	0.2739304156	4289.060692
352	0.2738283016	4283.561035
353	0.2737393681	4280.104868
354	0.2738223078	4278.911949
355	0.2738507702	4273.316934
356	0.2735266597	4266.527215
357	0.2735089661	4262.885638
358	0.2727036448	4258.130751
359	0.272494626	4251.598114
360	0.2725381108	4250.560021
361	0.2722478828	4245.59253
362	0.2720071178	4240.771257
363	0.2719103083	4235.441252
364	0.2718623583	4229.590783
365	0.2709474388	4223.362914
366	0.2703087796	4220.235828
367	0.2699419199	4217.774643
368	0.2693669001	4208.261943
369	0.2693253393	4203.904
370	0.2694004929	4203.391828
371	0.2691447748	4200.315505
372	0.2690713719	4198.003115
373	0.2689846435	4194.413649
374	0.2689696566	4190.937982
375	0.2689931313	4189.838027
376	0.2687225192	4182.058414
377	0.2679046666	4177.734644
378	0.2678320589	4172.903624
379	0.2677894368	4171.021515
380	0.2677226211	4168.068075
381	0.2676600504	4164.356951
382	0.2674167825	4160.936584
383	0.2672022298	4153.68414
384	0.2670403507	4151.035863
385	0.266804931	4146.926716
386	0.2660954297	4143.923334
387	0.2660063316	4140.10438
388	0.2658838194	4133.772383
389	0.2656705485	4130.287282
390	0.2655359421	4128.107797
391	0.265265527	4124.090816
392	0.2647411836	4115.58521
393	0.2642850647	4111.01176
394	0.2642769485	4107.591782
395	0.2640665822	4104.885728
396	0.2638921369	4102.749846
397	0.2638477537	4100.558793
398	0.2637407878	4099.242666
399	0.2634457397	4094.787027
400	0.263385382	4091.344576
401	0.263354871	4085.958391
402	0.2628595746	4078.04176
403	0.2628231702	4073.447162
404	0.2627009385	4068.934617
405	0.2626497564	4065.915453
406	0.2627487629	4064.525953
407	0.2623902264	4062.16419
408	0.2622459882	4057.155801
409	0.2621847174	4054.151992
410	0.2615166441	4052.773792
411	0.2612774559	4051.328106
412	0.261199722	4048.046304
413	0.2611770817	4047.077003
414	0.2610365634	4040.734514
415	0.2607992294	4038.378991
416	0.2608010084	4035.231103
417	0.2607537928	4031.38401
418	0.2607144799	4029.747438
419	0.2599389288	4025.496492
420	0.2600311375	4025.025988
421	0.2598254031	4020.812564
422	0.2599100292	4019.787231
423	0.259442027	4012.526789
424	0.2590827726	4010.217975
425	0.2591081916	4009.096409
426	0.2589347158	4007.334513
427	0.2587075923	4002.919612
428	0.2587071664	3999.882213
429	0.2583772797	3995.004504
430	0.2583242745	3991.949832
431	0.2583156287	3987.731612
432	0.2582757296	3982.375012
433	0.2583136641	3980.694491
434	0.2574437943	3977.110993
435	0.2572441791	3974.433033
436	0.2572036211	3972.632573
437	0.2567614861	3969.569317
438	0.2567464411	3965.345426
439	0.256574681	3962.342789
440	0.2565657855	3960.782573
441	0.2563299462	3955.840323
442	0.255853653	3952.362005
443	0.2556284474	3950.063869
444	0.2554947255	3947.009847
445	0.255331055	3944.818394
446	0.2552926729	3941.256325
447	0.2552271887	3937.535152
448	0.2552368675	3934.297392
449	0.2549611828	3929.86472
450	0.2549355466	3927.43373
451	0.2549445929	3924.328132
452	0.2549317027	3922.108367
453	0.2548581411	3916.578885
454	0.2548483986	3913.392389
455	0.2548611224	3912.598775
456	0.2547264874	3909.671698
457	0.2542997136	3903.209803
458	0.2538948352	3897.081039
459	0.2536331852	3890.374126
460	0.2536574203	3888.613463
461	0.2534647481	3884.934164
462	0.2529810919	3880.176877
463	0.2526896161	3877.450619
464	0.2526269206	3876.798674
465	0.2525925815	3873.139065
466	0.252610658	3868.371281
467	0.2520333626	3865.739692
468	0.2519913917	3863.641098
469	0.2519450144	3859.302144
470	0.2512256257	3858.565112
471	0.2512027438	3855.445263
472	0.2503442104	3853.079075
473	0.2504525425	3851.837708
474	0.2501780703	3850.002565
475	0.2501024829	3847.397823
476	0.2499339489	3845.477512
477	0.2499336053	3844.439077
478	0.2498571798	3842.720493
479	0.2499202671	3839.941803
480	0.2494857355	3835.742581
481	0.2493250411	3831.90072
482	0.2491153841	3829.356522
483	0.2490339336	3825.577434
484	0.2487785509	3823.351578
485	0.2482991594	3821.161155
486	0.2481892872	3820.459012
487	0.2480565666	3817.52713
488	0.2475799989	3815.083651
489	0.2475659656	3813.277325
490	0.2474685366	3810.61578
491	0.2474753665	3807.440337
492	0.2467162835	3802.091647
493	0.2466498473	3800.874436
494	0.2462611153	3798.479524
495	0.2455508475	3791.955006
496	0.2455458018	3790.160033
497	0.2452760688	3787.922147
498	0.2452773034	3784.87704
499	0.244898745	3782.958306
500	0.2448924192	3780.748627
501	0.2448974858	3777.611995
502	0.2448561755	3775.426838
503	0.2448870115	3773.520293
504	0.2441178606	3772.889022
505	0.2440582293	3770.094813
506	0.2440467808	3767.311643
507	0.24404859	3765.927713
508	0.2439578229	3763.464863
509	0.2436881763	3762.49589
510	0.2432767514	3760.0744
511	0.2432112462	3757.443856
512	0.2431966814	3754.380767
513	0.2431747095	3753.263182
514	0.2430740759	3748.9261
515	0.2430664668	3747.827613
516	0.2429663661	3745.243941
517	0.2429461887	3741.553456
518	0.2429279437	3739.592777
519	0.2422677852	3733.61543
520	0.24227478	3730.171856
521	0.2423205123	3729.476556
522	0.2420655627	3727.539868
523	0.2420984638	3726.789178
524	0.2421425161	3723.451147
525	0.2419015071	3720.561561
526	0.2419230564	3719.300591
527	0.2418586166	3717.828439
528	0.2418449575	3715.165914
529	0.2417330185	3713.449699
530	0.2413973317	3708.695626
531	0.2413896392	3706.153361
532	0.2413960836	3703.311985
533	0.241337227	3701.146678
534	0.2413077411	3698.1739
535	0.2406718329	3694.297015
536	0.2406516228	3692.834393
537	0.2406947228	3691.226466
538	0.2401034252	3688.195413
539	0.2401358266	3685.52268
540	0.240048791	3682.116448
541	0.2400493098	3680.198574
542	0.2400191884	3676.317737
543	0.2399118131	3674.004295
544	0.2393040853	3673.025278
545	0.2390682155	3670.018796
546	0.2386959372	3668.026148
547	0.2387604399	3665.460965
548	0.2386593827	3663.289922
549	0.2387068747	3662.670791
550	0.2383266609	3658.818103
551	0.2383364164	3656.238358
552	0.2380058473	3650.164771
553	0.2378410178	3647.206038
554	0.2373406849	3643.162368
555	0.2370242535	3641.587037
556	0.2370186083	3639.365907
557	0.236448134	3634.187838
558	0.2362885717	3633.014891
559	0.2359552791	3631.109275
560	0.2358141597	3628.560405
561	0.2356325869	3626.019414
562	0.2354715306	3624.436849
563	0.2355863013	3621.36733
564	0.2356113809	3618.602424
565	0.2354740832	3616.027307
566	0.23557658	3613.277477
567	0.2356106349	3612.849891
568	0.2356643512	3611.090052
569	0.2354897641	3608.594124
570	0.2354534437	3605.466552
571	0.2347471069	3604.995251
572	0.2345673692	3602.795666
573	0.23447678	3599.467431
574	0.2343252445	3597.471226
575	0.234326325	3595.281516
576	0.2343106467	3591.649093
577	0.2343375319	3589.75924
578	0.2340314346	3587.288329
579	0.2339047326	3584.981961
580	0.233865807	3582.812389
581	0.2336952203	3579.618276
582	0.2335683404	3578.509324
583	0.2331109729	3577.376297
584	0.2330889567	3573.694543
585	0.2330131837	3570.923416
586	0.2329964633	3568.019697
587	0.2329339372	3566.184186
588	0.2325164302	3564.523765
589	0.2325068898	3562.396554
590	0.2321099894	3560.303107
591	0.2315941382	3557.733879
592	0.2315639271	3555.176551
593	0.2314401739	3552.926068
594	0.231378688	3550.187398
595	0.2312595731	3546.47122
596	0.2311769458	3545.75585
597	0.230866566	3544.238698
598	0.2304698752	3542.637407
599	0.2305174364	3540.440063
600	0.230235295	3538.660109
601	0.2301708406	3536.812275
602	0.2302662136	3536.551981
603	0.230164104	3535.018819
604	0.2300150934	3531.979657
605	0.2299973996	3529.176217
606	0.2299210563	3527.490282
607	0.229964142	3525.7308
608	0.2296129794	3524.261934
609	0.2296340455	3522.288865
610	0.2296446562	3520.879132
611	0.2295117466	3517.704099
612	0.2291067783	3515.503395
613	0.2291457303	3514.342907
614	0.2290979374	3512.481129
615	0.2286741206	3511.879631
616	0.2287135929	3511.40626
617	0.2286639442	3509.402871
618	0.228506013	3504.865398
619	0.2284014353	3503.78801
620	0.2278492003	3503.05548
621	0.2278663824	3500.333664
622	0.2276240202	3496.971564
623	0.2275200153	3494.872873
624	0.2274966744	3492.862556
625	0.2275471184	3491.787057
626	0.2275276844	3490.592899
627	0.2275529545	3488.69568
628	0.2276041597	3486.969139
629	0.2268449525	3484.447762
630	0.2268059242	3481.105842
631	0.2267398855	3479.575558
632	0.2260667624	3477.164716
633	0.2260056042	3476.136466
634	0.2259421979	3474.705376
635	0.2256367389	3473.244857
636	0.2255721814	3471.703151
637	0.2254707557	3470.571789
638	0.2254720025	3469.335226
639	0.2255205298	3468.169104
640	0.2255322529	3466.27658
641	0.2254596142	3465.184397
642	0.2253198316	3460.35909
643	0.2252799845	3457.896269
644	0.2249322261	3456.617466
645	0.2249134557	3454.320479
646	0.224691891	3452.981693
647	0.2243393633	3451.545448
648	0.2242961552	3449.640814
649	0.2243498593	3447.836378
650	0.2243828054	3447.401573
651	0.2243684547	3445.744008
652	0.2241840966	3443.321363
653	0.224201183	3442.994305
654	0.2239088807	3441.22941
655	0.2239255691	3439.955307
656	0.2237564883	3434.26047
657	0.2237223611	3432.342944
658	0.2237338172	3429.279304
659	0.2237290479	3427.734984
660	0.2236820049	3425.961813
661	0.223937358	3423.2213
662	0.2238906074	3421.916163
663	0.2233765936	3421.276094
664	0.2232859931	3419.366204
665	0.2233099662	3418.394783
666	0.2233152952	3417.062982
667	0.2230800136	3415.569312
668	0.2229403048	3413.925178
669	0.2229020395	3412.34465
670	0.2228246157	3410.453038
671	0.2229058308	3409.172585
672	0.2226666085	3407.698122
673	0.222618282	3405.444532
674	0.2225469828	3403.927249
675	0.2224895865	3402.641478
676	0.2224730486	3399.813227
677	0.2224711101	3397.289916
678	0.2222820949	3395.594723
679	0.2223326821	3395.032013
680	0.2222782483	3394.681179
681	0.2219231873	3393.36969
682	0.2217987459	3391.726092
683	0.2214325849	3390.958945
684	0.2214311091	3389.887871
685	0.2213944913	3388.136173
686	0.2214260209	3386.431958
687	0.2214217253	3384.651241
688	0.2209831238	3383.034343
689	0.2209239556	3382.164174
690	0.2207078102	3380.800053
691	0.2207607792	3378.562638
692	0.2206798342	3376.90823
693	0.2206405251	3374.047164
694	0.2205108922	3372.883618
695	0.2204417776	3371.050662
696	0.2204373517	3369.755211
697	0.2204488413	3367.439518
698	0.2203316116	3364.393194
699	0.2203567063	3364.135177
700	0.219890702	3359.969077
701	0.2199539673	3358.80359
702	0.2198898778	3355.836311
703	0.2194488209	3354.724087
704	0.2194856207	3352.749828
705	0.2193697983	3350.852303
706	0.2192223617	3349.144062
707	0.219219578	3346.949237
708	0.2191834356	3345.801953
709	0.2191818234	3343.839437
710	0.219030214	3342.42033
711	0.219009022	3340.760744
712	0.2190036291	3338.636903
713	0.2188547984	3333.634645
714	0.2187950463	3331.90898
715	0.2185795718	3331.139596
716	0.2185864143	3330.52689
717	0.2186343717	3329.631629
718	0.2186272342	3328.707684
719	0.2186368716	3326.19572
720	0.2184505522	3325.277985
721	0.2183338218	3323.958476
722	0.2181774726	3322.529107
723	0.2177517531	3320.388208
724	0.2174052347	3317.709326
725	0.2172849941	3316.485161
726	0.2172932187	3315.174299
727	0.2173766842	3314.175436
728	0.2174339488	3313.120681
729	0.2173762344	3311.329495
730	0.2174503624	3311.100466
731	0.2174067667	3310.515335
732	0.217288531	3308.650826
733	0.2172573892	3307.032289
734	0.2173295495	3306.509656
735	0.2174075089	3305.047882
736	0.2174776243	3304.377606
737	0.2174231248	3303.654702
738	0.2173345938	3301.984122
739	0.2176125011	3300.704932
740	0.217637239	3299.79545
741	0.2174448127	3298.24595
742	0.2174317684	3296.661956
743	0.2175069872	3296.211586
744	0.2173998507	3294.688111
745	0.2173856192	3293.444837
746	0.2173665776	3292.496431
747	0.2173084162	3291.416787
748	0.217325859	3289.448292
749	0.2171818319	3288.120283
750	0.217243253	3286.509143
751	0.2170203707	3285.25804
752	0.217074716	3285.313295
753	0.2169840262	3282.173396
754	0.2167828227	3279.301958
755	0.216803163	3278.587146
756	0.2168746711	3278.266158
757	0.2165639109	3275.983055
758	0.2165728124	3274.952426
759	0.2165233563	3272.913561
760	0.2165866709	3271.436617
761	0.2166400109	3270.416216
762	0.2164908221	3269.026932
763	0.2164480684	3267.603939
764	0.2164508646	3266.77976
765	0.216510233	3265.399372
766	0.2164962248	3264.379913
767	0.2163754303	3263.173954
768	0.2163281885	3262.551572
769	0.2160695081	3260.696369
770	0.2159238577	3259.237866
771	0.2156161252	3257.26944
772	0.2156772449	3256.34494
773	0.2156456077	3253.957371
774	0.2156688038	3253.307422
775	0.2156054203	3252.588815
776	0.2156516127	3251.610505
777	0.2153651167	3250.486087
778	0.215095436	3247.840627
779	0.2148800381	3245.860293
780	0.2150043843	3244.937363
781	0.2149940999	3242.835511
782	0.2148686664	3241.885369
783	0.2148522217	3240.449591
784	0.2148879767	3239.093828
785	0.2143208096	3237.813945
786	0.2143725077	3235.964626
787	0.2143030613	3234.794938
788	0.2143512174	3233.324393
789	0.2142995975	3232.259346
790	0.2143187156	3231.401305
791	0.2143473845	3229.016779
792	0.2142592151	3227.346435
793	0.2141222537	3226.332338
794	0.2139662425	3224.458083
795	0.2135013748	3224.200323
796	0.2134224757	3223.314303
797	0.2132483681	3221.947463
798	0.2131712462	3220.72953
799	0.2132098093	3220.794451
800	0.2132406662	3219.348314
801	0.2132655776	3218.967751
802	0.2133465708	3216.899443
803	0.2133522573	3216.195432
804	0.2130837277	3214.465309
805	0.2130007632	3213.126589
806	0.2129575006	3210.842194
807	0.2130082038	3209.742419
808	0.2130954851	3208.063157
809	0.2130862347	3206.511781
810	0.212865234	3205.503388
811	0.2127114001	3203.885526
812	0.2126882587	3203.130002
813	0.2127340591	3202.114892
814	0.2127478532	3201.39996
815	0.2125677938	3199.55096
816	0.212467773	3198.451108
817	0.2125117231	3198.029921
818	0.2125381476	3197.326048
819	0.2125919852	3196.946295
820	0.212447592	3195.64362
821	0.2123035731	3194.711226
822	0.2122735471	3192.852235
823	0.2122943625	3192.104411
824	0.2123545676	3190.131502
825	0.2120932651	3188.677729
826	0.2120592438	3186.858417
827	0.212069337	3185.455058
828	0.2119223128	3184.762305
829	0.2115466447	3183.490795
830	0.2111076389	3182.064047
831	0.211091107	3180.543963
832	0.2109567229	3178.617367
833	0.2109481915	3177.582668
834	0.2109724274	3176.700865
835	0.2106221464	3175.42587
836	0.2105919489	3173.755185
837	0.2104786867	3172.0799
838	0.2105293576	3172.069544
839	0.2104962605	3170.795894
840	0.2104372694	3169.601727
841	0.2104035222	3169.246133
842	0.2103521596	3167.533933
843	0.210222601	3166.599282
844	0.2099802093	3165.550284
845	0.2099210877	3165.135525
846	0.2099861734	3165.014573
847	0.2098056689	3163.736564
848	0.2098032704	3162.876596
849	0.2098366132	3161.60823
850	0.2099301044	3159.64159
851	0.2098760235	3158.571217
852	0.2099629527	3158.424449
853	0.2099249929	3157.033339
854	0.2099681006	3156.193517
855	0.2100205566	3155.644005
856	0.2098962311	3154.109039
857	0.2099421801	3153.262785
858	0.2098390191	3151.889795
859	0.2097816067	3151.017535
860	0.2097739374	3148.812294
861	0.2097431578	3146.997954
862	0.20940122	3145.986239
863	0.2089206362	3144.434765
864	0.2091212521	3142.603855
865	0.2090863577	3142.432209
866	0.2090967666	3141.56864
867	0.2091001265	3139.491975
868	0.2091156981	3139.330871
869	0.209083112	3137.726256
870	0.2091519457	3135.893628
871	0.2090843223	3134.845045
872	0.2090943701	3133.615773
873	0.209028293	3132.525088
874	0.2090514451	3130.604433
875	0.2091060677	3129.248104
876	0.2090872855	3128.912547
877	0.2090883605	3128.427669
878	0.2087672593	3126.87261
879	0.2087960242	3126.326098
880	0.208579992	3125.061545
881	0.2085135889	3122.957038
882	0.2084279106	3121.742313
883	0.2082966382	3120.601674
884	0.2083269807	3120.095026
885	0.2081859519	3119.14855
886	0.2077930186	3118.108683
887	0.2076834512	3117.149457
888	0.2076156584	3116.706076
889	0.2073189435	3113.673759
890	0.2073318769	3112.465161
891	0.2068639109	3110.553662
892	0.2068083492	3109.78013
893	0.2067705492	3108.919565
894	0.2067984061	3108.511885
895	0.2067589394	3105.917848
896	0.2066656117	3105.394084
897	0.2065398492	3103.823753
898	0.2064075788	3102.618419
899	0.2064399338	3102.664461
900	0.2063097551	3102.150746
901	0.2063448926	3100.654923
902	0.206380655	3100.498699
903	0.2063947533	3099.343888
904	0.2066504173	3098.42278
905	0.2066504914	3097.283732
906	0.2065871463	3096.463079
907	0.2066241865	3094.970667
908	0.2066775203	3094.741297
909	0.2066762939	3093.161656
910	0.2066839877	3092.216428
911	0.2067650463	3091.92619
912	0.2062303721	3091.224097
913	0.2060182295	3089.9669
914	0.2060478022	3087.903036
915	0.2060554659	3087.015083
916	0.2057803659	3085.545957
917	0.2058090449	3083.430703
918	0.205643883	3082.035948
919	0.2054821206	3080.658033
920	0.2053715059	3080.687206
921	0.2052152935	3078.369985
922	0.2051770074	3077.395749
923	0.2051366037	3076.610016
924	0.2049218142	3075.164331
925	0.204795346	3074.194267
926	0.2048383071	3074.400558
927	0.20481351	3072.926782
928	0.204814016	3072.05638
929	0.2047062115	3071.482271
930	0.2046653522	3069.923733
931	0.2042880903	3068.758522
932	0.2038769763	3066.449955
933	0.2038200126	3064.084122
934	0.2038052356	3062.704909
935	0.2038273609	3061.507745
936	0.2037701583	3060.351144
