iter	MAPE	RMSE
247	0.2582885266	4944.386986
248	0.2581373629	4938.074712
249	0.2576846627	4930.263302
250	0.2574534762	4922.735515
251	0.2572035661	4916.428152
252	0.2569132619	4904.804788
253	0.2567915108	4902.642018
254	0.25650076	4897.835593
255	0.2564365361	4892.744898
256	0.255918735	4885.658345
257	0.2557982603	4879.406288
258	0.2556537732	4876.881628
259	0.255581441	4875.149742
260	0.2554251696	4872.202955
261	0.2549630702	4860.945082
262	0.254718207	4850.317898
263	0.2545451688	4847.30349
264	0.2542711283	4845.264881
265	0.2541241775	4842.831305
266	0.2538715318	4835.648761
267	0.2536589145	4830.940788
268	0.2534149327	4827.628039
269	0.2533151774	4822.939934
270	0.2531373099	4819.678922
271	0.2531161719	4816.31559
272	0.2529925986	4811.173542
273	0.2525789455	4804.532995
274	0.2523487661	4799.784039
275	0.2521082804	4795.360634
276	0.2518520529	4789.270594
277	0.2516508369	4784.91154
278	0.2512159979	4779.798844
279	0.2505065441	4771.556771
280	0.2502441793	4767.02906
281	0.2501821504	4761.188139
282	0.249684051	4749.857035
283	0.2492660517	4743.395905
284	0.2491423787	4737.94291
285	0.2490082705	4729.916013
286	0.2488765334	4724.407393
287	0.2486999162	4719.087826
288	0.2485994785	4715.373112
289	0.2481596873	4707.417303
290	0.2479644566	4698.873122
291	0.2478825246	4694.452115
292	0.2477192204	4689.413142
293	0.2475715726	4682.078356
294	0.2474701024	4679.338929
295	0.2471431158	4670.856995
296	0.2470659886	4668.257207
297	0.246927121	4662.636094
298	0.246439887	4654.781726
299	0.246339435	4652.834887
300	0.2461912042	4646.93844
301	0.2459832175	4640.67653
302	0.2457674675	4635.877613
303	0.2456492687	4630.751221
304	0.2455237915	4623.103573
305	0.2454982402	4619.597626
306	0.2452438671	4616.032453
307	0.2450467627	4610.674764
308	0.2448974019	4607.677412
309	0.2446673631	4601.283158
310	0.2445093086	4598.789446
311	0.2443698287	4596.584318
312	0.2442457621	4593.425612
313	0.244203911	4588.076124
314	0.2437161759	4579.832423
315	0.2435793444	4576.555446
316	0.2432582026	4571.680428
317	0.2430641137	4566.61571
318	0.2428768933	4563.901891
319	0.2423392026	4552.445109
320	0.2421445044	4543.344647
321	0.2421014787	4538.604143
322	0.2419926278	4536.553096
323	0.2415454908	4526.594372
324	0.2412368322	4519.345727
325	0.2408149291	4513.0936
326	0.2405427381	4509.232246
327	0.2404881356	4504.381003
328	0.2404581411	4500.322498
329	0.2402517414	4498.279369
330	0.2401212621	4490.223541
331	0.2400790044	4485.731696
332	0.2398676043	4482.180564
333	0.2399084388	4481.268559
334	0.2390239131	4472.815719
335	0.2389431928	4466.667579
336	0.2385806867	4460.775224
337	0.2384897128	4459.708516
338	0.238286016	4453.536188
339	0.2382578651	4448.716295
340	0.2380378027	4446.262035
341	0.2378423498	4443.472081
342	0.2377786448	4439.223536
343	0.23768526	4435.346291
344	0.2374517365	4430.865837
345	0.2371915553	4423.810352
346	0.237083397	4422.022066
347	0.236924554	4419.944843
348	0.2368265705	4414.903178
349	0.2367936245	4411.939655
350	0.2365422254	4408.87166
351	0.2365180464	4403.725586
352	0.2358766704	4396.305041
353	0.2356373944	4393.026853
354	0.2354082586	4389.129951
355	0.235328695	4386.149509
356	0.2352213251	4383.886874
357	0.2347151692	4378.516203
358	0.23459498	4375.783299
359	0.2346292799	4374.078165
360	0.2346690218	4372.982149
361	0.2345103474	4370.511967
362	0.2343148545	4365.805493
363	0.2339156653	4357.364337
364	0.2337018157	4354.534786
365	0.2336920434	4351.815972
366	0.2335490541	4347.139371
367	0.2330313649	4338.120467
368	0.2328605338	4335.07564
369	0.2327085403	4328.585602
370	0.2325041943	4326.054005
371	0.2323704776	4324.347549
372	0.2321787329	4319.773979
373	0.2320861082	4315.355637
374	0.2320813679	4309.724004
375	0.2319544153	4307.44503
376	0.231879092	4302.968214
377	0.231690977	4301.326849
378	0.2315231128	4295.925495
379	0.2314003447	4293.953422
380	0.231263561	4292.57012
381	0.2311379028	4287.242973
382	0.2309843541	4283.854483
383	0.230972864	4280.96453
384	0.2308877351	4275.910163
385	0.230853749	4274.256561
386	0.2305480305	4268.447972
387	0.2305020045	4264.446819
388	0.2303392364	4260.801117
389	0.2302927836	4258.438301
390	0.230200913	4256.964379
391	0.2301439566	4253.419465
392	0.2300881043	4251.114878
393	0.229881342	4249.191537
394	0.2296956139	4244.638799
395	0.2295635571	4240.145067
396	0.2293470023	4234.646824
397	0.2293168422	4231.435761
398	0.229142778	4227.450299
399	0.2288052484	4220.252259
400	0.2287357604	4217.953079
401	0.2287261448	4214.669602
402	0.2286329494	4211.719983
403	0.2286810328	4211.208914
404	0.228234134	4204.174862
405	0.2281015893	4201.321691
406	0.2279019681	4200.111219
407	0.2277763197	4198.869334
408	0.2276299615	4194.969328
409	0.2275380674	4193.035116
410	0.2274464484	4188.945486
411	0.2273952474	4186.760602
412	0.2273444805	4182.009227
413	0.2272430345	4181.087824
414	0.2271858225	4177.566786
415	0.2270584967	4174.760962
416	0.2269641118	4173.813318
417	0.2268560958	4171.793
418	0.2267001902	4166.07903
419	0.2266562835	4164.184854
420	0.2266067588	4162.560516
421	0.2262007611	4156.253679
422	0.2260712129	4154.325869
423	0.2256578861	4149.630586
424	0.2254975495	4147.901708
425	0.2254581279	4146.122168
426	0.2253890479	4142.576051
427	0.2253020836	4141.261769
428	0.2252287034	4138.917385
429	0.2251097672	4135.507423
430	0.2250720857	4133.911669
431	0.2244819634	4125.740044
432	0.2244413645	4123.788484
433	0.2243661745	4120.449904
434	0.2243054914	4116.098735
435	0.2242615047	4114.465082
436	0.2242383935	4112.739624
437	0.2241824674	4110.731254
438	0.2240564436	4108.823847
439	0.2240647948	4107.822284
440	0.2240145899	4106.104582
441	0.2236675675	4103.936914
442	0.2233780163	4097.9917
443	0.2232529721	4094.025679
444	0.2231723449	4091.140577
445	0.2231346329	4087.81676
446	0.2230017747	4085.161159
447	0.2228663128	4083.097277
448	0.2227795143	4082.424544
449	0.2228299729	4080.964648
450	0.2224621072	4078.3908
451	0.2223459898	4074.661215
452	0.2223322802	4072.091284
453	0.2221978555	4070.001837
454	0.2221646718	4066.794728
455	0.2220782732	4063.993861
456	0.2220064055	4060.757281
457	0.2219342949	4058.562765
458	0.2217488938	4053.475023
459	0.2216634365	4050.885536
460	0.2211233268	4043.37398
461	0.2211120951	4042.839825
462	0.2211493756	4040.203189
463	0.2208411378	4035.871062
464	0.2207495273	4032.272392
465	0.2207094928	4028.829838
466	0.2203369542	4021.884187
467	0.2202358889	4019.253159
468	0.2199157978	4013.57444
469	0.2197927521	4013.078818
470	0.2197596504	4012.205984
471	0.2197551795	4010.741306
472	0.2195420616	4003.823014
473	0.2191214974	3999.401264
474	0.2190360405	3996.902473
475	0.2188806132	3992.477685
476	0.2187858598	3991.035113
477	0.2186675766	3987.126034
478	0.2186745735	3986.226192
479	0.218513742	3984.000549
480	0.2184511796	3981.46533
481	0.2179571627	3974.76355
482	0.2176253423	3971.017396
483	0.2176086023	3970.044334
484	0.2176059217	3968.875901
485	0.2174869458	3964.424933
486	0.217244475	3960.398354
487	0.2172115061	3958.778028
488	0.2172086169	3958.171546
489	0.2170996676	3956.396236
490	0.2170519613	3952.871891
491	0.2168644885	3949.972178
492	0.2168193405	3946.442329
493	0.2164923808	3943.005432
494	0.2164391436	3942.263089
495	0.2163912564	3939.647549
496	0.2161250843	3935.33797
497	0.2159742755	3928.930972
498	0.2158979373	3927.103669
499	0.2158742283	3925.043715
500	0.2158038038	3922.921209
501	0.2157448344	3921.459183
502	0.2156622763	3918.730854
503	0.21553624	3916.824543
504	0.215143046	3912.396225
505	0.2151128284	3910.466499
506	0.2149339475	3908.819542
507	0.2147937878	3907.360719
508	0.214755566	3905.596153
509	0.2147163406	3904.247347
510	0.2146085136	3902.300449
511	0.2144613207	3899.884753
512	0.2142442208	3894.178834
513	0.2142397823	3893.254316
514	0.2141758923	3892.551168
515	0.2141130687	3891.829439
516	0.213744468	3888.892325
517	0.2136650605	3887.38556
518	0.2136429137	3886.246904
519	0.2135834291	3885.088299
520	0.2134914021	3882.599711
521	0.2132254642	3880.398745
522	0.2132392484	3879.800641
523	0.2130769018	3877.973214
524	0.213121444	3878.071951
525	0.2130012715	3875.954282
526	0.2128840482	3873.385537
527	0.2128613052	3872.516067
528	0.2128524257	3868.273796
529	0.2128426886	3867.060202
530	0.2127854438	3863.305707
531	0.2126507679	3860.879692
532	0.2126693671	3859.946951
533	0.2124829318	3857.264613
534	0.2124920481	3857.04086
535	0.212275406	3852.209574
536	0.2122672558	3851.456543
537	0.2122635829	3848.174481
538	0.2121958842	3846.749765
539	0.2121853089	3843.785213
540	0.2119601578	3840.300577
541	0.2115436495	3834.658635
542	0.2115024907	3832.738974
543	0.211453921	3831.240805
544	0.211459626	3828.20158
545	0.2113106504	3823.661602
546	0.2112121454	3819.763676
547	0.2111866913	3818.544341
548	0.2111907633	3817.553928
549	0.2111589675	3815.237784
550	0.2111528811	3814.586497
551	0.2110964936	3812.348224
552	0.211078156	3809.550319
553	0.2110396892	3808.811573
554	0.2109369141	3806.753285
555	0.2104819439	3803.730751
556	0.2104666069	3802.5399
557	0.210078066	3799.638263
558	0.2100954601	3798.229153
559	0.2100625553	3797.744908
560	0.2099590786	3795.394831
561	0.2098844578	3792.138151
562	0.2098148598	3789.047296
563	0.2097766584	3784.74883
564	0.2097144594	3781.836529
565	0.2097241833	3780.960807
566	0.2096481848	3778.499389
567	0.2095528043	3775.648932
568	0.2092879893	3772.530835
569	0.2092710054	3771.864106
570	0.2091493568	3768.132823
571	0.2090367275	3766.034444
572	0.2087507929	3762.975909
573	0.2087653705	3760.321287
574	0.2087512113	3759.640188
575	0.2087581679	3756.673027
576	0.2087670746	3753.835663
577	0.2083360547	3751.04682
578	0.2083201649	3748.949863
579	0.2081238222	3746.491271
580	0.2080175785	3742.270499
581	0.2079382937	3740.737164
582	0.2079597704	3739.831394
583	0.2075148441	3736.436005
584	0.2074672489	3735.933716
585	0.20687883	3730.592993
586	0.2067931757	3728.726295
587	0.2063898963	3725.657891
588	0.2063083423	3722.828941
589	0.2062283282	3719.428211
590	0.2061698435	3718.145649
591	0.2061364898	3716.362553
592	0.2059671018	3713.302072
593	0.2059054782	3710.189294
594	0.2057088404	3705.72267
595	0.205651055	3702.659101
596	0.2055770894	3699.500425
597	0.2055388464	3698.200783
598	0.2054889704	3696.005979
599	0.2054105819	3694.460233
600	0.2053198269	3692.512705
601	0.2053664377	3692.551462
602	0.2053364328	3691.924891
603	0.2051942659	3687.318355
604	0.2052077344	3686.78645
605	0.2052114755	3684.642331
606	0.2050232836	3682.240614
607	0.2049910604	3681.289066
608	0.2049515791	3679.038939
609	0.2048507966	3675.807729
610	0.2045065918	3673.824048
611	0.204332037	3670.926385
612	0.2042630392	3668.681048
613	0.204208115	3665.846254
614	0.2040990348	3662.533028
615	0.2040071507	3660.132565
616	0.20371621	3657.901884
617	0.2036528375	3655.766726
618	0.2032544393	3653.0616
619	0.2032546147	3650.67659
620	0.2030987503	3648.470321
621	0.2030443185	3645.406112
622	0.203066253	3644.213095
623	0.2028860642	3639.734918
624	0.2026339705	3635.154112
625	0.2023833697	3630.921894
626	0.2024009452	3628.522285
627	0.2023234238	3625.945292
628	0.2019865816	3623.489416
629	0.2019955012	3622.215536
630	0.2019647431	3619.947933
631	0.2019649281	3619.283097
632	0.2019700388	3617.797606
633	0.2019582649	3615.959762
634	0.2018780985	3612.609999
635	0.2015781662	3610.667313
636	0.2015360756	3608.248268
637	0.2015644894	3607.812632
638	0.201554997	3606.316086
639	0.2014050886	3603.433231
640	0.201244517	3598.501076
641	0.2011726582	3597.359517
642	0.201102448	3596.518663
643	0.2010507444	3595.382871
644	0.2007511763	3593.180266
645	0.200779341	3592.624469
646	0.2008057432	3591.853827
647	0.2007897402	3590.292437
648	0.2007527	3588.655135
649	0.2007567748	3587.564818
650	0.2006751479	3586.248654
651	0.2006633689	3585.867789
652	0.2005782901	3584.232956
653	0.200551157	3583.236976
654	0.2004984961	3580.958076
655	0.2003746188	3577.363111
656	0.2002800216	3575.230484
657	0.2002078699	3572.110442
658	0.200248525	3571.059497
659	0.2002865418	3570.077382
660	0.2002067411	3567.294696
661	0.2000898227	3565.789893
662	0.2000886337	3564.514477
663	0.1999906342	3561.198313
664	0.1999553232	3560.446274
665	0.199897562	3559.433658
666	0.1998561377	3558.835393
667	0.1997644548	3557.969233
668	0.1996828118	3556.159524
669	0.1996603703	3554.075325
670	0.1996110448	3549.785559
671	0.1993222169	3547.367576
672	0.1993330155	3545.625515
673	0.1992469015	3541.6568
674	0.1991294282	3539.55336
675	0.1990795338	3538.059264
676	0.1989514932	3535.570052
677	0.1989764954	3533.347092
678	0.1989742895	3532.535539
679	0.1989030509	3529.598096
680	0.1989310219	3528.747415
681	0.198824715	3527.399243
682	0.1984286073	3524.133718
683	0.1983071551	3523.550499
684	0.1982648718	3522.289562
685	0.198121604	3520.542375
686	0.1979989799	3519.378772
687	0.1979748546	3518.815119
688	0.197993562	3517.203867
689	0.1979719542	3514.57369
690	0.1979448748	3511.709373
691	0.1978333608	3508.325566
692	0.1977958658	3507.162796
693	0.1977947218	3505.736466
694	0.1978080719	3503.475262
695	0.1978268204	3502.624402
696	0.1977628754	3500.599834
697	0.1977754094	3498.828404
698	0.1977576733	3498.082753
699	0.1977369636	3496.357375
700	0.1976508253	3495.666198
701	0.1975542448	3493.999937
702	0.1974493396	3491.570001
703	0.1974235583	3490.969111
704	0.1974676256	3490.57655
705	0.1971595087	3488.16522
706	0.1971410415	3486.982523
707	0.1971401111	3485.667528
708	0.1971001874	3484.06294
709	0.1970384608	3482.015944
710	0.1969568385	3480.278335
711	0.1968721624	3477.60343
712	0.1969054994	3476.896139
713	0.1968795385	3475.518444
714	0.1966928134	3472.750303
715	0.1964195618	3470.793559
716	0.196340279	3467.184166
717	0.1962791278	3465.287623
718	0.1960315257	3463.464229
719	0.1958804822	3460.680587
720	0.1958407064	3459.38299
721	0.1958124954	3458.089468
722	0.1958197817	3457.599456
723	0.1958238788	3457.250035
724	0.1958360215	3456.526483
725	0.1957876776	3454.689495
726	0.1956019359	3452.585983
727	0.1955178726	3450.899021
728	0.1954581222	3449.577265
729	0.1954198282	3448.533398
730	0.1954151095	3447.887482
731	0.1953668917	3446.595441
732	0.195268001	3444.38064
733	0.1952379259	3441.976942
734	0.1952446806	3441.455917
735	0.1951314681	3438.297416
736	0.1950120082	3437.042265
737	0.1949915533	3435.292899
738	0.1949800762	3434.295815
739	0.1950237693	3434.202602
740	0.1948965757	3432.769461
741	0.1948904119	3431.745673
742	0.1948665178	3429.704752
743	0.1947397511	3429.575178
744	0.1946066605	3428.373882
745	0.1945795939	3427.476445
746	0.194524029	3426.675475
747	0.1944915743	3424.787064
748	0.1944178441	3422.293681
749	0.1944117892	3421.267255
750	0.1943885737	3420.473735
751	0.1942601137	3417.131575
752	0.1942451873	3415.87804
753	0.1942036719	3414.495846
754	0.1940891394	3412.613249
755	0.1940471994	3410.260276
756	0.1940297041	3409.596245
757	0.1940167802	3408.134242
758	0.1939900572	3407.144436
759	0.1939200813	3404.833062
760	0.1937649659	3403.871122
761	0.1936942861	3401.414398
762	0.1936833029	3399.355654
763	0.1936571542	3398.403795
764	0.1936881009	3397.847746
765	0.193591917	3395.098483
766	0.1935870764	3393.152018
767	0.1934081337	3391.665186
768	0.1933050316	3389.004596
769	0.1933236033	3388.262033
770	0.1932473597	3386.422692
771	0.1932454356	3385.508603
772	0.1930896892	3383.984315
773	0.1930192264	3382.036703
774	0.1929725321	3382.017527
775	0.1928177878	3380.43487
776	0.1926701963	3378.605276
777	0.1926576717	3376.905148
778	0.1925931235	3375.954875
779	0.1925756233	3373.840812
780	0.1925830902	3373.39377
781	0.192585005	3373.160938
782	0.1925182264	3370.857801
783	0.1925180305	3369.463382
784	0.1924416992	3366.516608
785	0.192389795	3364.315271
786	0.1923165173	3363.37337
787	0.1923490718	3362.044368
788	0.1923006938	3361.035701
789	0.1922868874	3359.690511
790	0.1922018359	3356.835638
791	0.1921816603	3355.579129
792	0.1920893266	3353.686561
793	0.1920645282	3353.322113
794	0.1920259414	3351.800565
795	0.1918242487	3350.254828
796	0.1916990196	3348.229901
797	0.1916661893	3346.580654
798	0.1916787601	3345.656507
799	0.1916123407	3344.147565
800	0.1915653943	3342.591889
801	0.1915980689	3341.395347
802	0.1915048479	3339.584894
803	0.1913831035	3335.897554
804	0.1913278488	3334.338437
805	0.1912705655	3333.139472
806	0.1912734766	3331.472114
807	0.1912862646	3330.777873
808	0.1912305881	3328.407576
809	0.1910758349	3326.11679
810	0.1909799599	3323.86391
811	0.190939182	3323.320441
812	0.1908085018	3322.405368
813	0.190716852	3321.920041
814	0.1907017605	3320.675303
815	0.190672643	3319.695418
816	0.19057648	3319.395536
817	0.1905824641	3318.312828
818	0.1904349131	3317.051021
819	0.1903771766	3316.754408
820	0.190380557	3316.216841
821	0.1903869732	3315.349325
822	0.1903481869	3314.762074
823	0.1902609777	3313.983614
824	0.1902785605	3314.077739
825	0.1901862361	3311.827318
826	0.1901901907	3310.461225
827	0.1900890692	3309.368047
828	0.1899935312	3307.320969
829	0.1899827814	3305.371222
830	0.189983433	3304.3611
831	0.1898504956	3303.567731
832	0.1898439186	3302.300558
833	0.1897874666	3299.401843
834	0.1895870425	3296.700867
835	0.1895348923	3295.184282
836	0.1894986418	3294.30127
837	0.1894118583	3292.903217
838	0.1894108729	3292.095032
839	0.189374366	3291.544359
840	0.1891742413	3286.567395
841	0.189160904	3285.19493
842	0.1891403002	3283.747345
843	0.1891510243	3283.56157
844	0.1890705807	3282.714423
845	0.1890737413	3280.894347
846	0.1889703034	3278.141048
847	0.1889584203	3277.275969
848	0.1889638915	3275.816638
849	0.1889690246	3274.99041
850	0.1889896753	3274.89544
851	0.1889555814	3273.286808
852	0.1889154796	3271.876882
853	0.1888734044	3270.720485
854	0.1888910377	3270.081767
855	0.1888551361	3268.403549
856	0.1885927144	3266.839199
857	0.1885725317	3265.356574
858	0.1885354143	3264.672799
859	0.1883755268	3264.010375
860	0.1883939365	3263.053295
861	0.1884065912	3262.420293
862	0.1882843847	3260.571349
863	0.1882716281	3259.621213
864	0.1882737774	3259.489797
865	0.1882951018	3257.62406
866	0.1881685642	3254.239845
867	0.1881798164	3253.675586
868	0.1881413517	3252.986634
869	0.1880536684	3251.520017
870	0.1880294902	3250.070481
871	0.1879340458	3248.119136
872	0.1877563512	3246.728166
873	0.187651735	3246.317097
874	0.1876202746	3245.043108
875	0.1874856331	3243.804163
876	0.187485428	3242.439248
877	0.1874454975	3240.597737
878	0.187174713	3238.787985
879	0.1871328681	3237.883783
880	0.1870955284	3236.755199
881	0.1870059963	3234.552819
882	0.1869052602	3233.810173
883	0.1868664273	3231.957559
884	0.1868366098	3230.761893
885	0.1867247136	3228.479043
886	0.1867266772	3227.770545
887	0.1866183914	3225.765416
888	0.1866371255	3224.513344
889	0.1863798118	3222.63281
890	0.1863836962	3221.973463
891	0.1862473938	3218.972162
892	0.1862296654	3218.77887
893	0.1862301962	3217.515115
894	0.1862253784	3216.107957
895	0.1862541733	3215.327547
896	0.1861932582	3214.581814
897	0.1861593749	3213.007288
898	0.1861307091	3212.325892
899	0.1860872287	3210.678046
900	0.186094106	3210.521756
901	0.185873087	3208.891146
902	0.1858724987	3207.949637
903	0.1857088539	3206.828275
904	0.185715447	3205.587037
905	0.1856570789	3205.128623
906	0.1856768885	3204.277069
907	0.185426806	3202.007787
908	0.185369251	3200.629034
909	0.1853659898	3200.621344
910	0.1853879206	3200.78538
911	0.1853504906	3199.699696
912	0.1853227761	3199.010275
913	0.185193675	3198.385236
914	0.1852059495	3197.348648
915	0.1852219599	3196.84224
916	0.1852164379	3194.865496
917	0.185200199	3194.105023
918	0.1852111761	3192.865436
919	0.1850360728	3190.77881
920	0.1848929171	3187.552911
921	0.1849179257	3186.494826
922	0.1848491823	3184.114239
923	0.1848368152	3183.375674
924	0.1847924482	3183.013768
925	0.184778474	3182.894574
926	0.1847226353	3182.047287
927	0.1847545995	3180.959203
928	0.1847383548	3180.455719
929	0.1847540889	3179.017447
930	0.184667306	3178.376286
931	0.1846411641	3177.854185
932	0.1846872432	3177.540093
933	0.1847083364	3177.316024
934	0.1845839581	3175.922744
935	0.1845545356	3172.962369
936	0.184458598	3170.654562
937	0.1844048159	3169.395511
